kanji,back,tags
刻,<b>Meanings:</b> engrave; cut fine; chop; hash; mince; time; carving<br><br><b>On'yomi:</b> コク<br><br><b>Kun'yomi:</b> きざ.む; きざ.み<br><br><b>Stats:</b> Strokes: 8 | Radical: 18 | Freq: #866<br><br><b>Heisig:</b> RTK: #1521 | RTK6: #1639,grade6
告,<b>Meanings:</b> revelation; tell; inform; announce<br><br><b>On'yomi:</b> コク<br><br><b>Kun'yomi:</b> つ.げる<br><br><b>Name readings:</b> い<br><br><b>Stats:</b> Strokes: 7 | Radical: 30 | Freq: #188<br><br><b>Heisig:</b> RTK: #247 | RTK6: #262,grade5
骨,<b>Meanings:</b> skeleton; bone; remains; frame<br><br><b>On'yomi:</b> コツ<br><br><b>Kun'yomi:</b> ほね<br><br><b>Stats:</b> Strokes: 10 | Radical: 188 | Freq: #936<br><br><b>Heisig:</b> RTK: #1288 | RTK6: #1383,grade6
困,<b>Meanings:</b> quandary; become distressed; annoyed<br><br><b>On'yomi:</b> コン<br><br><b>Kun'yomi:</b> こま.る<br><br><b>Stats:</b> Strokes: 7 | Radical: 31 | Freq: #843<br><br><b>Heisig:</b> RTK: #579 | RTK6: #621,grade6
根,<b>Meanings:</b> root; radical; head (pimple)<br><br><b>On'yomi:</b> コン<br><br><b>Kun'yomi:</b> ね; -ね<br><br><b>Stats:</b> Strokes: 10 | Radical: 75 | Freq: #620<br><br><b>Heisig:</b> RTK: #1461 | RTK6: #1571,grade3
混,<b>Meanings:</b> mix; blend; confuse<br><br><b>On'yomi:</b> コン<br><br><b>Kun'yomi:</b> ま.じる; -ま.じり; ま.ざる; ま.ぜる; こ.む<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #824<br><br><b>Heisig:</b> RTK: #450 | RTK6: #487,grade5
差,<b>Meanings:</b> distinction; difference; variation; discrepancy; margin; balance<br><br><b>On'yomi:</b> サ<br><br><b>Kun'yomi:</b> さ.す; さ.し<br><br><b>Stats:</b> Strokes: 10 | Radical: 48 | Freq: #449<br><br><b>Heisig:</b> RTK: #554 | RTK6: #593,grade4
査,<b>Meanings:</b> investigate<br><br><b>On'yomi:</b> サ<br><br><b>Stats:</b> Strokes: 9 | Radical: 75 | Freq: #184<br><br><b>Heisig:</b> RTK: #1781 | RTK6: #1920,grade5
砂,<b>Meanings:</b> sand<br><br><b>On'yomi:</b> サ; シャ<br><br><b>Kun'yomi:</b> すな<br><br><b>Name readings:</b> いさ; ご<br><br><b>Stats:</b> Strokes: 9 | Radical: 112 | Freq: #1146<br><br><b>Heisig:</b> RTK: #117 | RTK6: #122,grade6
座,<b>Meanings:</b> squat; seat; cushion; gathering; sit<br><br><b>On'yomi:</b> ザ<br><br><b>Kun'yomi:</b> すわ.る<br><br><b>Stats:</b> Strokes: 10 | Radical: 53 | Freq: #588<br><br><b>Heisig:</b> RTK: #1024 | RTK6: #1100,grade6
再,<b>Meanings:</b> again; twice; second time<br><br><b>On'yomi:</b> サイ; サ<br><br><b>Kun'yomi:</b> ふたた.び<br><br><b>Name readings:</b> ふた<br><br><b>Stats:</b> Strokes: 6 | Radical: 13 | Freq: #275<br><br><b>Heisig:</b> RTK: #1815 | RTK6: #1956,grade5
最,<b>Meanings:</b> utmost; most; extreme<br><br><b>On'yomi:</b> サイ; シュ<br><br><b>Kun'yomi:</b> もっと.も; つま<br><br><b>Name readings:</b> も<br><br><b>Stats:</b> Strokes: 12 | Radical: 73 | Freq: #82<br><br><b>Heisig:</b> RTK: #821 | RTK6: #884,grade4
妻,<b>Meanings:</b> wife; spouse<br><br><b>On'yomi:</b> サイ<br><br><b>Kun'yomi:</b> つま<br><br><b>Name readings:</b> ずま; め<br><br><b>Stats:</b> Strokes: 8 | Radical: 38 | Freq: #691<br><br><b>Heisig:</b> RTK: #1889 | RTK6: #2035,grade5
才,<b>Meanings:</b> genius; years old; cubic shaku<br><br><b>On'yomi:</b> サイ<br><br><b>Stats:</b> Strokes: 3 | Radical: 64 | Freq: #1497<br><br><b>Heisig:</b> RTK: #681 | RTK6: #736,grade2
採,<b>Meanings:</b> pick; take; fetch; take up<br><br><b>On'yomi:</b> サイ<br><br><b>Kun'yomi:</b> と.る<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #607<br><br><b>Heisig:</b> RTK: #733 | RTK6: #792,grade5
済,"<b>Meanings:</b> settle (debt, etc.); relieve (burden); finish; come to an end; excusable; need not<br><br><b>On'yomi:</b> サイ; セイ<br><br><b>Kun'yomi:</b> す.む; -ず.み; -ずみ; す.まない; す.ます; -す.ます; すく.う; な.す; わたし; わた.る<br><br><b>Name readings:</b> すむ; なり; わたる<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #168<br><br><b>Heisig:</b> RTK: #1731 | RTK6: #1868",grade6
祭,<b>Meanings:</b> ritual; offer prayers; celebrate; deify; enshrine; worship<br><br><b>On'yomi:</b> サイ<br><br><b>Kun'yomi:</b> まつ.る; まつ.り; まつり<br><br><b>Stats:</b> Strokes: 11 | Radical: 113 | Freq: #1124<br><br><b>Heisig:</b> RTK: #1102 | RTK6: #1183,grade3
細,<b>Meanings:</b> dainty; get thin; taper; slender; narrow; detailed; precise<br><br><b>On'yomi:</b> サイ<br><br><b>Kun'yomi:</b> ほそ.い; ほそ.る; こま.か; こま.かい<br><br><b>Stats:</b> Strokes: 11 | Radical: 120 | Freq: #537<br><br><b>Heisig:</b> RTK: #1363 | RTK6: #1463,grade2
際,<b>Meanings:</b> occasion; side; edge; verge; dangerous; adventurous; indecent; time; when<br><br><b>On'yomi:</b> サイ<br><br><b>Kun'yomi:</b> きわ; -ぎわ<br><br><b>Name readings:</b> わ<br><br><b>Stats:</b> Strokes: 14 | Radical: 170 | Freq: #183<br><br><b>Heisig:</b> RTK: #1296 | RTK6: #1392,grade5
在,<b>Meanings:</b> exist; outskirts; suburbs; located in<br><br><b>On'yomi:</b> ザイ<br><br><b>Kun'yomi:</b> あ.る<br><br><b>Name readings:</b> あり<br><br><b>Stats:</b> Strokes: 6 | Radical: 32 | Freq: #211<br><br><b>Heisig:</b> RTK: #685 | RTK6: #740,grade5
材,<b>Meanings:</b> lumber; log; timber; wood; materials; ingredients; talent<br><br><b>On'yomi:</b> ザイ<br><br><b>Name readings:</b> き; さい<br><br><b>Stats:</b> Strokes: 7 | Radical: 75 | Freq: #565<br><br><b>Heisig:</b> RTK: #683 | RTK6: #738,grade4
罪,<b>Meanings:</b> guilt; sin; crime; fault; blame; offense<br><br><b>On'yomi:</b> ザイ<br><br><b>Kun'yomi:</b> つみ<br><br><b>Stats:</b> Strokes: 13 | Radical: 122 | Freq: #732<br><br><b>Heisig:</b> RTK: #1636 | RTK6: #1764,grade5
財,<b>Meanings:</b> property; money; wealth; assets<br><br><b>On'yomi:</b> ザイ; サイ; ゾク<br><br><b>Kun'yomi:</b> たから<br><br><b>Stats:</b> Strokes: 10 | Radical: 154 | Freq: #494<br><br><b>Heisig:</b> RTK: #682 | RTK6: #737,grade5
坂,<b>Meanings:</b> slope; incline; hill<br><br><b>On'yomi:</b> ハン<br><br><b>Kun'yomi:</b> さか<br><br><b>Name readings:</b> か; ざ<br><br><b>Stats:</b> Strokes: 7 | Radical: 32 | Freq: #865<br><br><b>Heisig:</b> RTK: #723 | RTK6: #780,grade3
昨,<b>Meanings:</b> yesterday; previous<br><br><b>On'yomi:</b> サク<br><br><b>Stats:</b> Strokes: 9 | Radical: 72 | Freq: #226<br><br><b>Heisig:</b> RTK: #1140 | RTK6: #1222,grade4
冊,<b>Meanings:</b> tome; counter for books; volume<br><br><b>On'yomi:</b> サツ; サク<br><br><b>Kun'yomi:</b> ふみ<br><br><b>Stats:</b> Strokes: 5 | Radical: 13 | Freq: #1313<br><br><b>Heisig:</b> RTK: #1826 | RTK6: #1967,grade6
刷,<b>Meanings:</b> printing; print; brush<br><br><b>On'yomi:</b> サツ<br><br><b>Kun'yomi:</b> す.る; -ず.り; -ずり; は.く<br><br><b>Stats:</b> Strokes: 8 | Radical: 18 | Freq: #1352<br><br><b>Heisig:</b> RTK: #1069 | RTK6: #1150,grade4
察,<b>Meanings:</b> guess; presume; surmise; judge; understand<br><br><b>On'yomi:</b> サツ<br><br><b>Stats:</b> Strokes: 14 | Radical: 40 | Freq: #477<br><br><b>Heisig:</b> RTK: #1103 | RTK6: #1184,grade4
札,<b>Meanings:</b> tag; paper money; counter for bonds; placard; bid<br><br><b>On'yomi:</b> サツ<br><br><b>Kun'yomi:</b> ふだ<br><br><b>Name readings:</b> さっ<br><br><b>Stats:</b> Strokes: 5 | Radical: 75 | Freq: #921<br><br><b>Heisig:</b> RTK: #212 | RTK6: #225,grade4
殺,<b>Meanings:</b> kill; murder; butcher; slice off; split; diminish; reduce; spoil<br><br><b>On'yomi:</b> サツ; サイ; セツ<br><br><b>Kun'yomi:</b> ころ.す; -ごろ.し; そ.ぐ; あや.める<br><br><b>Stats:</b> Strokes: 10 | Radical: 79 | Freq: #581<br><br><b>Heisig:</b> RTK: #1493 | RTK6: #1607,grade5
雑,<b>Meanings:</b> miscellaneous<br><br><b>On'yomi:</b> ザツ; ゾウ<br><br><b>Kun'yomi:</b> まじ.える; まじ.る<br><br><b>Stats:</b> Strokes: 14 | Radical: 172 | Freq: #839<br><br><b>Heisig:</b> RTK: #562 | RTK6: #604,grade5
皿,<b>Meanings:</b> dish; a helping; plate<br><br><b>On'yomi:</b> ベイ<br><br><b>Kun'yomi:</b> さら<br><br><b>Stats:</b> Strokes: 5 | Radical: 108 | Freq: #1812<br><br><b>Heisig:</b> RTK: #1447 | RTK6: #1555,grade3
参,<b>Meanings:</b> nonplussed; three (in documents); going; coming; visiting; visit; be defeated; die; be madly in love; participate; take part in<br><br><b>On'yomi:</b> サン; シン<br><br><b>Kun'yomi:</b> まい.る; まい-; まじわる; みつ<br><br><b>Name readings:</b> み<br><br><b>Stats:</b> Strokes: 8 | Radical: 28 | Freq: #201<br><br><b>Heisig:</b> RTK: #1720 | RTK6: #1856,grade4
散,<b>Meanings:</b> scatter; disperse; spend; squander<br><br><b>On'yomi:</b> サン<br><br><b>Kun'yomi:</b> ち.る; ち.らす; -ち.らす; ち.らかす; ち.らかる; ち.らばる; ばら; ばら.ける<br><br><b>Name readings:</b> ちる<br><br><b>Stats:</b> Strokes: 12 | Radical: 66 | Freq: #758<br><br><b>Heisig:</b> RTK: #1189 | RTK6: #1273,grade4
算,<b>Meanings:</b> calculate; divining; number; abacus; probability<br><br><b>On'yomi:</b> サン<br><br><b>Kun'yomi:</b> そろ<br><br><b>Stats:</b> Strokes: 14 | Radical: 118 | Freq: #361<br><br><b>Heisig:</b> RTK: #946 | RTK6: #1017,grade2
賛,<b>Meanings:</b> approve; praise; title or inscription on picture; assist; agree with<br><br><b>On'yomi:</b> サン<br><br><b>Kun'yomi:</b> たす.ける; たた.える<br><br><b>Stats:</b> Strokes: 15 | Radical: 154 | Freq: #868<br><br><b>Heisig:</b> RTK: #843 | RTK6: #906,grade5
残,<b>Meanings:</b> remainder; leftover; balance<br><br><b>On'yomi:</b> ザン; サン<br><br><b>Kun'yomi:</b> のこ.る; のこ.す; そこな.う; のこ.り<br><br><b>Stats:</b> Strokes: 10 | Radical: 78 | Freq: #380<br><br><b>Heisig:</b> RTK: #808 | RTK6: #871,grade4
司,<b>Meanings:</b> director; official; govt office; rule; administer<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> つかさど.る<br><br><b>Name readings:</b> つ; つか; つかさ<br><br><b>Stats:</b> Strokes: 5 | Radical: 30 | Freq: #759<br><br><b>Heisig:</b> RTK: #1863 | RTK6: #2007,grade4
史,<b>Meanings:</b> history; chronicle<br><br><b>On'yomi:</b> シ<br><br><b>Name readings:</b> あきら; あや; お; こ; ちか; とし; なか; のぶ; ひさ; ひと; ふみ<br><br><b>Stats:</b> Strokes: 5 | Radical: 30 | Freq: #511<br><br><b>Heisig:</b> RTK: #692 | RTK6: #747,grade5
師,<b>Meanings:</b> expert; teacher; master; model; exemplar; army (incl. counter); war<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> いくさ<br><br><b>Name readings:</b> のし; のり; もろ; かず; つかさ; みつ; もと<br><br><b>Stats:</b> Strokes: 10 | Radical: 50 | Freq: #563<br><br><b>Heisig:</b> RTK: #1269 | RTK6: #1361,grade5
志,<b>Meanings:</b> intention; plan; resolve; aspire; motive; hopes; shilling<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> シリング; こころざ.す; こころざし<br><br><b>Name readings:</b> じん; べ; べし; ゆき<br><br><b>Stats:</b> Strokes: 7 | Radical: 61 | Freq: #823<br><br><b>Heisig:</b> RTK: #600 | RTK6: #645,grade5
指,<b>Meanings:</b> finger; point to; indicate; put into; play (chess); measure (ruler)<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> ゆび; さ.す; -さ.し<br><br><b>Name readings:</b> い; いぶ; さし; さす<br><br><b>Stats:</b> Strokes: 9 | Radical: 64 | Freq: #155<br><br><b>Heisig:</b> RTK: #659 | RTK6: #711,grade3
支,<b>Meanings:</b> branch; support; sustain; branch radical (no. 65)<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> ささ.える; つか.える; か.う<br><br><b>Stats:</b> Strokes: 4 | Radical: 65 | Freq: #159<br><br><b>Heisig:</b> RTK: #711 | RTK6: #768,grade5
枝,<b>Meanings:</b> bough; branch; twig; limb; counter for branches<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> えだ<br><br><b>Name readings:</b> え; ぐさ<br><br><b>Stats:</b> Strokes: 8 | Radical: 75 | Freq: #1401<br><br><b>Heisig:</b> RTK: #713 | RTK6: #770,grade5
糸,<b>Meanings:</b> thread<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> いと<br><br><b>Stats:</b> Strokes: 6 | Radical: 120 | Freq: #1488<br><br><b>Heisig:</b> RTK: #1333 | RTK6: #1431,grade1
詞,<b>Meanings:</b> part of speech; words; poetry<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> ことば<br><br><b>Stats:</b> Strokes: 12 | Radical: 149 | Freq: #1636<br><br><b>Heisig:</b> RTK: #1865 | RTK6: #2009,grade6
誌,<b>Meanings:</b> document; records<br><br><b>On'yomi:</b> シ<br><br><b>Stats:</b> Strokes: 14 | Radical: 149 | Freq: #851<br><br><b>Heisig:</b> RTK: #601 | RTK6: #646,grade6
資,<b>Meanings:</b> assets; resources; capital; funds; data; be conducive to; contribute to<br><br><b>On'yomi:</b> シ<br><br><b>Name readings:</b> すけ; もと<br><br><b>Stats:</b> Strokes: 13 | Radical: 154 | Freq: #179<br><br><b>Heisig:</b> RTK: #473 | RTK6: #512,grade5
歯,<b>Meanings:</b> tooth; cog<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> よわい; は; よわ.い; よわい.する<br><br><b>Stats:</b> Strokes: 12 | Radical: 77 | Freq: #1106<br><br><b>Heisig:</b> RTK: #1171 | RTK6: #1255,grade3
似,<b>Meanings:</b> becoming; resemble; counterfeit; imitate; suitable<br><br><b>On'yomi:</b> ジ<br><br><b>Kun'yomi:</b> に.る; ひ.る<br><br><b>Name readings:</b> にた<br><br><b>Stats:</b> Strokes: 7 | Radical: 9 | Freq: #923<br><br><b>Heisig:</b> RTK: #1029 | RTK6: #1106,grade5
児,<b>Meanings:</b> newborn babe; child; young of animals<br><br><b>On'yomi:</b> ジ; ニ; ゲイ<br><br><b>Kun'yomi:</b> こ; -こ; -っこ<br><br><b>Name readings:</b> る<br><br><b>Stats:</b> Strokes: 7 | Radical: 10 | Freq: #679<br><br><b>Heisig:</b> RTK: #58 | RTK6: #62,grade4
寺,<b>Meanings:</b> Buddhist temple<br><br><b>On'yomi:</b> ジ<br><br><b>Kun'yomi:</b> てら<br><br><b>Stats:</b> Strokes: 6 | Radical: 41 | Freq: #879<br><br><b>Heisig:</b> RTK: #158 | RTK6: #170,grade2
次,<b>Meanings:</b> next; order; sequence<br><br><b>On'yomi:</b> ジ; シ<br><br><b>Kun'yomi:</b> つ.ぐ; つぎ<br><br><b>Name readings:</b> き; すき; つぐ; よし<br><br><b>Stats:</b> Strokes: 6 | Radical: 76 | Freq: #222<br><br><b>Heisig:</b> RTK: #471 | RTK6: #510,grade3
治,<b>Meanings:</b> reign; be at peace; calm down; subdue; quell; govt; cure; heal; rule; conserve<br><br><b>On'yomi:</b> ジ; チ<br><br><b>Kun'yomi:</b> おさ.める; おさ.まる; なお.る; なお.す<br><br><b>Name readings:</b> し; ぢ; はり; はる; みち<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #109<br><br><b>Heisig:</b> RTK: #746 | RTK6: #807,grade4
示,<b>Meanings:</b> show; indicate; point out; express; display<br><br><b>On'yomi:</b> ジ; シ<br><br><b>Kun'yomi:</b> しめ.す<br><br><b>Stats:</b> Strokes: 5 | Radical: 113 | Freq: #237<br><br><b>Heisig:</b> RTK: #1086 | RTK6: #1167,grade5
辞,<b>Meanings:</b> resign; word; term; expression<br><br><b>On'yomi:</b> ジ<br><br><b>Kun'yomi:</b> や.める; いな.む<br><br><b>Stats:</b> Strokes: 13 | Radical: 160 | Freq: #633<br><br><b>Heisig:</b> RTK: #1497 | RTK6: #1613,grade4
式,<b>Meanings:</b> style; ceremony; rite; function; method; system; form; expression<br><br><b>On'yomi:</b> シキ<br><br><b>Name readings:</b> のり<br><br><b>Stats:</b> Strokes: 6 | Radical: 56 | Freq: #251<br><br><b>Heisig:</b> RTK: #353 | RTK6: #377,grade3
識,<b>Meanings:</b> discriminating; know; write<br><br><b>On'yomi:</b> シキ<br><br><b>Kun'yomi:</b> し.る; しる.す<br><br><b>Name readings:</b> さと; さとる<br><br><b>Stats:</b> Strokes: 19 | Radical: 149 | Freq: #496<br><br><b>Heisig:</b> RTK: #482 | RTK6: #521,grade5
失,<b>Meanings:</b> lose; error; fault; disadvantage; loss<br><br><b>On'yomi:</b> シツ<br><br><b>Kun'yomi:</b> うしな.う; う.せる<br><br><b>Stats:</b> Strokes: 5 | Radical: 37 | Freq: #447<br><br><b>Heisig:</b> RTK: #845 | RTK6: #908,grade4
実,<b>Meanings:</b> reality; truth; seed; fruit; nut<br><br><b>On'yomi:</b> ジツ; シツ<br><br><b>Kun'yomi:</b> み; みの.る; まこと; みの; みち.る<br><br><b>Name readings:</b> ぐみ; さね<br><br><b>Stats:</b> Strokes: 8 | Radical: 40 | Freq: #68<br><br><b>Heisig:</b> RTK: #1572 | RTK6: #1694,grade3
捨,<b>Meanings:</b> discard; throw away; abandon; resign; reject; sacrifice<br><br><b>On'yomi:</b> シャ<br><br><b>Kun'yomi:</b> す.てる<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #1266<br><br><b>Heisig:</b> RTK: #655 | RTK6: #707,grade6
若,<b>Meanings:</b> young; if; perhaps; possibly; low number; immature<br><br><b>On'yomi:</b> ジャク; ニャク; ニャ<br><br><b>Kun'yomi:</b> わか.い; わか-; も.しくわ; も.し; も.しくは; ごと.し<br><br><b>Name readings:</b> わく; わこ<br><br><b>Stats:</b> Strokes: 8 | Radical: 140 | Freq: #458<br><br><b>Heisig:</b> RTK: #223 | RTK6: #237,grade6
取,<b>Meanings:</b> take; fetch; take up<br><br><b>On'yomi:</b> シュ<br><br><b>Kun'yomi:</b> と.る; と.り; と.り-; とり; -ど.り<br><br><b>Name readings:</b> どる<br><br><b>Stats:</b> Strokes: 8 | Radical: 29 | Freq: #122<br><br><b>Heisig:</b> RTK: #819 | RTK6: #882,grade3
守,<b>Meanings:</b> guard; protect; defend; obey<br><br><b>On'yomi:</b> シュ; ス<br><br><b>Kun'yomi:</b> まも.る; まも.り; もり; -もり; かみ<br><br><b>Name readings:</b> う; し; も; て<br><br><b>Stats:</b> Strokes: 6 | Radical: 40 | Freq: #457<br><br><b>Heisig:</b> RTK: #186 | RTK6: #198,grade3
種,<b>Meanings:</b> species; kind; class; variety; seed<br><br><b>On'yomi:</b> シュ<br><br><b>Kun'yomi:</b> たね; -ぐさ<br><br><b>Name readings:</b> おい; くさ; た; ほ<br><br><b>Stats:</b> Strokes: 14 | Radical: 115 | Freq: #461<br><br><b>Heisig:</b> RTK: #1679 | RTK6: #1810,grade4
酒,<b>Meanings:</b> sake; alcohol<br><br><b>On'yomi:</b> シュ<br><br><b>Kun'yomi:</b> さけ; さか-<br><br><b>Name readings:</b> き; さ; し<br><br><b>Stats:</b> Strokes: 10 | Radical: 164 | Freq: #1006<br><br><b>Heisig:</b> RTK: #1428 | RTK6: #1535,grade3
受,<b>Meanings:</b> accept; undergo; answer (phone); take; get; catch; receive<br><br><b>On'yomi:</b> ジュ<br><br><b>Kun'yomi:</b> う.ける; -う.け; う.かる<br><br><b>Name readings:</b> じょ<br><br><b>Stats:</b> Strokes: 8 | Radical: 29 | Freq: #136<br><br><b>Heisig:</b> RTK: #735 | RTK6: #794,grade3
授,<b>Meanings:</b> impart; instruct; grant; confer<br><br><b>On'yomi:</b> ジュ<br><br><b>Kun'yomi:</b> さず.ける; さず.かる<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #535<br><br><b>Heisig:</b> RTK: #736 | RTK6: #795,grade5
収,<b>Meanings:</b> income; obtain; reap; pay; supply; store<br><br><b>On'yomi:</b> シュウ<br><br><b>Kun'yomi:</b> おさ.める; おさ.まる<br><br><b>Name readings:</b> のぶ<br><br><b>Stats:</b> Strokes: 4 | Radical: 29 | Freq: #337<br><br><b>Heisig:</b> RTK: #1510 | RTK6: #1628,grade6
周,<b>Meanings:</b> circumference; circuit; lap<br><br><b>On'yomi:</b> シュウ<br><br><b>Kun'yomi:</b> まわ.り<br><br><b>Name readings:</b> あまね; しゅ; す; ちか; のり; ひろ; びび; まこと<br><br><b>Stats:</b> Strokes: 8 | Radical: 30 | Freq: #562<br><br><b>Heisig:</b> RTK: #317 | RTK6: #339,grade4
州,<b>Meanings:</b> state; province<br><br><b>On'yomi:</b> シュウ; ス<br><br><b>Kun'yomi:</b> す<br><br><b>Name readings:</b> くに<br><br><b>Stats:</b> Strokes: 6 | Radical: 47 | Freq: #386<br><br><b>Heisig:</b> RTK: #128 | RTK6: #135,grade3
修,<b>Meanings:</b> discipline; conduct oneself well; study; master<br><br><b>On'yomi:</b> シュウ; シュ<br><br><b>Kun'yomi:</b> おさ.める; おさ.まる<br><br><b>Name readings:</b> おき; なが; のぶ; おさむ<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #603<br><br><b>Heisig:</b> RTK: #1722 | RTK6: #1858,grade5
拾,<b>Meanings:</b> pick up; gather; find; go on foot; ten<br><br><b>On'yomi:</b> シュウ; ジュウ<br><br><b>Kun'yomi:</b> ひろ.う<br><br><b>Stats:</b> Strokes: 9 | Radical: 64 | Freq: #1479<br><br><b>Heisig:</b> RTK: #667 | RTK6: #720,grade3
宿,<b>Meanings:</b> inn; lodging; relay station; dwell; lodge; be pregnant; home; dwelling<br><br><b>On'yomi:</b> シュク<br><br><b>Kun'yomi:</b> やど; やど.る; やど.す<br><br><b>Name readings:</b> すく; ぶすき; やけ<br><br><b>Stats:</b> Strokes: 11 | Radical: 40 | Freq: #701<br><br><b>Heisig:</b> RTK: #995 | RTK6: #1070,grade3
祝,<b>Meanings:</b> celebrate; congratulate<br><br><b>On'yomi:</b> シュク; シュウ<br><br><b>Kun'yomi:</b> いわ.う<br><br><b>Name readings:</b> のり; ほぎ; ゆわい<br><br><b>Stats:</b> Strokes: 9 | Radical: 113 | Freq: #1184<br><br><b>Heisig:</b> RTK: #1089 | RTK6: #1170,grade4
術,<b>Meanings:</b> art; technique; skill; means; trick; resources; magic<br><br><b>On'yomi:</b> ジュツ<br><br><b>Kun'yomi:</b> すべ<br><br><b>Stats:</b> Strokes: 11 | Radical: 144 | Freq: #350<br><br><b>Heisig:</b> RTK: #1525 | RTK6: #1644,grade5
述,<b>Meanings:</b> mention; state; speak; relate<br><br><b>On'yomi:</b> ジュツ<br><br><b>Kun'yomi:</b> の.べる<br><br><b>Stats:</b> Strokes: 8 | Radical: 162 | Freq: #379<br><br><b>Heisig:</b> RTK: #1524 | RTK6: #1643,grade5
準,<b>Meanings:</b> semi-; correspond to; proportionate to; conform; imitate<br><br><b>On'yomi:</b> ジュン<br><br><b>Kun'yomi:</b> じゅん.じる; じゅん.ずる; なぞら.える; のり; ひと.しい; みずもり<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #425<br><br><b>Heisig:</b> RTK: #564 | RTK6: #606,grade5
純,<b>Meanings:</b> genuine; purity; innocence; net (profit)<br><br><b>On'yomi:</b> ジュン<br><br><b>Name readings:</b> あつ; すみ; み; やすし; よし<br><br><b>Stats:</b> Strokes: 10 | Radical: 120 | Freq: #1044<br><br><b>Heisig:</b> RTK: #1494 | RTK6: #1609,grade6
順,<b>Meanings:</b> obey; order; turn; right; docility; occasion<br><br><b>On'yomi:</b> ジュン<br><br><b>Name readings:</b> あや; あり; おき; おさむ; しげ; したがう; とし; なお; のぶ; のり; まさ; むね; もと; ゆき; よし; より<br><br><b>Stats:</b> Strokes: 12 | Radical: 181 | Freq: #779<br><br><b>Heisig:</b> RTK: #129 | RTK6: #136,grade4
処,<b>Meanings:</b> dispose; manage; deal with; sentence; condemn; act; behave; place<br><br><b>On'yomi:</b> ショ<br><br><b>Kun'yomi:</b> ところ; -こ; お.る<br><br><b>Stats:</b> Strokes: 5 | Radical: 16 | Freq: #547<br><br><b>Heisig:</b> RTK: #297 | RTK6: #318,grade6
初,<b>Meanings:</b> first time; beginning<br><br><b>On'yomi:</b> ショ<br><br><b>Kun'yomi:</b> はじ.め; はじ.めて; はつ; はつ-; うい-; -そ.める; -ぞ.め<br><br><b>Name readings:</b> し; はっ<br><br><b>Stats:</b> Strokes: 7 | Radical: 18 | Freq: #152<br><br><b>Heisig:</b> RTK: #404 | RTK6: #431,grade4
署,<b>Meanings:</b> signature; govt office; police station<br><br><b>On'yomi:</b> ショ<br><br><b>Stats:</b> Strokes: 13 | Radical: 122 | Freq: #725<br><br><b>Heisig:</b> RTK: #1259 | RTK6: #1349,grade6
諸,<b>Meanings:</b> various; many; several; together<br><br><b>On'yomi:</b> ショ<br><br><b>Kun'yomi:</b> もろ<br><br><b>Stats:</b> Strokes: 15 | Radical: 149 | Freq: #658<br><br><b>Heisig:</b> RTK: #1261 | RTK6: #1351,grade6
助,<b>Meanings:</b> help; rescue; assist<br><br><b>On'yomi:</b> ジョ<br><br><b>Kun'yomi:</b> たす.ける; たす.かる; す.ける; すけ<br><br><b>Stats:</b> Strokes: 7 | Radical: 19 | Freq: #397<br><br><b>Heisig:</b> RTK: #1782 | RTK6: #1921,grade3
除,<b>Meanings:</b> exclude; division (x/3); remove; abolish; cancel; except<br><br><b>On'yomi:</b> ジョ; ジ<br><br><b>Kun'yomi:</b> のぞ.く; -よ.け<br><br><b>Stats:</b> Strokes: 10 | Radical: 170 | Freq: #594<br><br><b>Heisig:</b> RTK: #1658 | RTK6: #1787,grade6
勝,<b>Meanings:</b> victory; win; prevail; excel<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> か.つ; -が.ち; まさ.る; すぐ.れる; かつ<br><br><b>Name readings:</b> かち; と; よし<br><br><b>Stats:</b> Strokes: 12 | Radical: 19 | Freq: #185<br><br><b>Heisig:</b> RTK: #1209 | RTK6: #1294,grade3
商,<b>Meanings:</b> make a deal; selling; dealing in; merchant<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> あきな.う<br><br><b>Name readings:</b> あき<br><br><b>Stats:</b> Strokes: 11 | Radical: 30 | Freq: #413<br><br><b>Heisig:</b> RTK: #439 | RTK6: #471,grade3
