kanji,back,tags
稼,<b>Meanings:</b> earnings; work; earn money<br><br><b>On'yomi:</b> カ<br><br><b>Kun'yomi:</b> かせ.ぐ<br><br><b>Stats:</b> Strokes: 15 | Radical: 115 | Freq: #1264<br><br><b>Heisig:</b> RTK: #893 | RTK6: #959,grade8
箇,<b>Meanings:</b> counter for articles<br><br><b>On'yomi:</b> カ; コ<br><br><b>Stats:</b> Strokes: 14 | Radical: 118<br><br><b>Heisig:</b> RTK: #2029 | RTK6: #2185,grade8
茄,<b>Meanings:</b> eggplant<br><br><b>On'yomi:</b> カ<br><br><b>Name readings:</b> な; か; なす<br><br><b>Stats:</b> Strokes: 8 | Radical: 140<br><br><b>Heisig:</b> RTK: #2372 | RTK6: #2456,grade9
華,<b>Meanings:</b> splendor; flower; petal; shine; luster; ostentatious; showy; gay; gorgeous<br><br><b>On'yomi:</b> カ; ケ<br><br><b>Kun'yomi:</b> はな<br><br><b>Name readings:</b> わ<br><br><b>Stats:</b> Strokes: 10 | Radical: 140 | Freq: #1085<br><br><b>Heisig:</b> RTK: #1581 | RTK6: #1704,grade8
霞,<b>Meanings:</b> be hazy; grow dim; blurred<br><br><b>On'yomi:</b> カ; ゲ<br><br><b>Kun'yomi:</b> かすみ; かす.む<br><br><b>Stats:</b> Strokes: 17 | Radical: 173 | Freq: #1603<br><br><b>Heisig:</b> RTK: #2779 | RTK6: #2800,grade9
蚊,<b>Meanings:</b> mosquito<br><br><b>On'yomi:</b> ブン<br><br><b>Kun'yomi:</b> か<br><br><b>Stats:</b> Strokes: 10 | Radical: 142 | Freq: #2121<br><br><b>Heisig:</b> RTK: #1728 | RTK6: #1864,grade8
我,<b>Meanings:</b> ego; I; selfish; our; oneself<br><br><b>On'yomi:</b> ガ<br><br><b>Kun'yomi:</b> われ; わ; わ.が-; わが-<br><br><b>Name readings:</b> あ; あが; か<br><br><b>Stats:</b> Strokes: 7 | Radical: 62 | Freq: #829<br><br><b>Heisig:</b> RTK: #640 | RTK6: #690,grade6
芽,<b>Meanings:</b> bud; sprout; spear; germ<br><br><b>On'yomi:</b> ガ<br><br><b>Kun'yomi:</b> め<br><br><b>Name readings:</b> じ; めぐ<br><br><b>Stats:</b> Strokes: 8 | Radical: 140 | Freq: #1691<br><br><b>Heisig:</b> RTK: #1905 | RTK6: #2054,grade4
賀,<b>Meanings:</b> congratulations; joy<br><br><b>On'yomi:</b> ガ<br><br><b>Name readings:</b> か; のり; よし; より<br><br><b>Stats:</b> Strokes: 12 | Radical: 154 | Freq: #1056<br><br><b>Heisig:</b> RTK: #868 | RTK6: #933,grade4
雅,<b>Meanings:</b> gracious; elegant; graceful; refined<br><br><b>On'yomi:</b> ガ<br><br><b>Kun'yomi:</b> みや.び<br><br><b>Name readings:</b> う; お; か; ただし; のり; まさ; まさし; よし<br><br><b>Stats:</b> Strokes: 13 | Radical: 172 | Freq: #1192<br><br><b>Heisig:</b> RTK: #1907 | RTK6: #2056,grade8
餓,<b>Meanings:</b> starve; hungry; thirst<br><br><b>On'yomi:</b> ガ<br><br><b>Kun'yomi:</b> う.える<br><br><b>Stats:</b> Strokes: 15 | Radical: 184 | Freq: #1754<br><br><b>Heisig:</b> RTK: #1476 | RTK6: #1586,grade8
塊,<b>Meanings:</b> clod; lump; chunk; clot; mass<br><br><b>On'yomi:</b> カイ; ケ<br><br><b>Kun'yomi:</b> かたまり; つちくれ<br><br><b>Stats:</b> Strokes: 13 | Radical: 32 | Freq: #1800<br><br><b>Heisig:</b> RTK: #2024 | RTK6: #2180,grade8
壊,<b>Meanings:</b> demolition; break; destroy<br><br><b>On'yomi:</b> カイ; エ<br><br><b>Kun'yomi:</b> こわ.す; こわ.れる; やぶ.る<br><br><b>Stats:</b> Strokes: 16 | Radical: 32 | Freq: #727<br><br><b>Heisig:</b> RTK: #400 | RTK6: #427,grade8
怪,<b>Meanings:</b> suspicious; mystery; apparition<br><br><b>On'yomi:</b> カイ; ケ<br><br><b>Kun'yomi:</b> あや.しい; あや.しむ<br><br><b>Stats:</b> Strokes: 8 | Radical: 61 | Freq: #1634<br><br><b>Heisig:</b> RTK: #716 | RTK6: #773,grade8
悔,<b>Meanings:</b> repent; regret<br><br><b>On'yomi:</b> カイ<br><br><b>Kun'yomi:</b> く.いる; く.やむ; くや.しい<br><br><b>Stats:</b> Strokes: 9 | Radical: 61 | Freq: #1460<br><br><b>Heisig:</b> RTK: #625 | RTK6: #672,grade8
懐,<b>Meanings:</b> feelings; heart; yearn; miss someone; become attached to; bosom; breast; pocket<br><br><b>On'yomi:</b> カイ; エ<br><br><b>Kun'yomi:</b> ふところ; なつ.かしい; なつ.かしむ; なつ.く; なつ.ける; なず.ける; いだ.く; おも.う<br><br><b>Name readings:</b> かね<br><br><b>Stats:</b> Strokes: 16 | Radical: 61 | Freq: #1493<br><br><b>Heisig:</b> RTK: #828 | RTK6: #891,grade8
戒,<b>Meanings:</b> commandment<br><br><b>On'yomi:</b> カイ<br><br><b>Kun'yomi:</b> いまし.める<br><br><b>Stats:</b> Strokes: 7 | Radical: 62 | Freq: #1062<br><br><b>Heisig:</b> RTK: #676 | RTK6: #730,grade8
拐,<b>Meanings:</b> kidnap; falsify<br><br><b>On'yomi:</b> カイ<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #1498<br><br><b>Heisig:</b> RTK: #656 | RTK6: #708,grade8
魁,<b>Meanings:</b> charging ahead of others<br><br><b>On'yomi:</b> カイ<br><br><b>Kun'yomi:</b> さきがけ; かしら<br><br><b>Stats:</b> Strokes: 14 | Radical: 194 | Freq: #2108<br><br><b>Heisig:</b> RTK: #2924 | RTK6: #2932,grade9
凱,<b>Meanings:</b> victory song<br><br><b>On'yomi:</b> ガイ; カイ<br><br><b>Kun'yomi:</b> かちどき; やわらぐ<br><br><b>Stats:</b> Strokes: 12 | Radical: 16 | Freq: #2293<br><br><b>Heisig:</b> RTK: #2077 | RTK6: #2224,grade9
劾,<b>Meanings:</b> censure; criminal investigation<br><br><b>On'yomi:</b> ガイ<br><br><b>Stats:</b> Strokes: 8 | Radical: 19 | Freq: #2085<br><br><b>Heisig:</b> RTK: #1523 | RTK6: #1642,grade8
慨,<b>Meanings:</b> rue; be sad; sigh; lament<br><br><b>On'yomi:</b> ガイ<br><br><b>Kun'yomi:</b> なげ.く<br><br><b>Stats:</b> Strokes: 13 | Radical: 61 | Freq: #1875<br><br><b>Heisig:</b> RTK: #1483 | RTK6: #1595,grade8
概,<b>Meanings:</b> outline; condition; approximation; generally<br><br><b>On'yomi:</b> ガイ<br><br><b>Kun'yomi:</b> おおむ.ね<br><br><b>Stats:</b> Strokes: 14 | Radical: 75 | Freq: #1335<br><br><b>Heisig:</b> RTK: #1482 | RTK6: #1594,grade8
涯,<b>Meanings:</b> horizon; shore; limit; bound<br><br><b>On'yomi:</b> ガイ<br><br><b>Kun'yomi:</b> はて<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #1525<br><br><b>Heisig:</b> RTK: #157 | RTK6: #169,grade8
街,<b>Meanings:</b> boulevard; street; town<br><br><b>On'yomi:</b> ガイ; カイ<br><br><b>Kun'yomi:</b> まち<br><br><b>Name readings:</b> また<br><br><b>Stats:</b> Strokes: 12 | Radical: 144 | Freq: #891<br><br><b>Heisig:</b> RTK: #890 | RTK6: #955,grade4
該,<b>Meanings:</b> above-stated; the said; that specific<br><br><b>On'yomi:</b> ガイ<br><br><b>Stats:</b> Strokes: 13 | Radical: 149 | Freq: #1648<br><br><b>Heisig:</b> RTK: #1522 | RTK6: #1640,grade8
馨,<b>Meanings:</b> fragrant; balmy; favourable<br><br><b>On'yomi:</b> ケイ; キョウ<br><br><b>Kun'yomi:</b> かお.る; かおり<br><br><b>Name readings:</b> か; かおる; きよ; よし; かほる<br><br><b>Stats:</b> Strokes: 20 | Radical: 186 | Freq: #2164<br><br><b>Heisig:</b> RTK: #2925 | RTK6: #2933,grade9
垣,<b>Meanings:</b> hedge; fence; wall<br><br><b>On'yomi:</b> エン<br><br><b>Kun'yomi:</b> かき<br><br><b>Name readings:</b> がい<br><br><b>Stats:</b> Strokes: 9 | Radical: 32 | Freq: #1539<br><br><b>Heisig:</b> RTK: #154 | RTK6: #165,grade8
嚇,<b>Meanings:</b> menacing; dignity; majesty; threaten<br><br><b>On'yomi:</b> カク<br><br><b>Kun'yomi:</b> おど.す<br><br><b>Stats:</b> Strokes: 17 | Radical: 30 | Freq: #2141<br><br><b>Heisig:</b> RTK: #2026 | RTK6: #2182,grade8
核,<b>Meanings:</b> nucleus; core; kernel<br><br><b>On'yomi:</b> カク<br><br><b>Stats:</b> Strokes: 10 | Radical: 75 | Freq: #475<br><br><b>Heisig:</b> RTK: #1520 | RTK6: #1638,grade8
殻,<b>Meanings:</b> husk; nut shell<br><br><b>On'yomi:</b> カク; コク; バイ<br><br><b>Kun'yomi:</b> から; がら<br><br><b>Stats:</b> Strokes: 11 | Radical: 79 | Freq: #1892<br><br><b>Heisig:</b> RTK: #710 | RTK6: #767,grade8
獲,<b>Meanings:</b> seize; get; find; earn; acquire; can; may; able to<br><br><b>On'yomi:</b> カク<br><br><b>Kun'yomi:</b> え.る<br><br><b>Stats:</b> Strokes: 16 | Radical: 94 | Freq: #964<br><br><b>Heisig:</b> RTK: #701 | RTK6: #757,grade8
穫,<b>Meanings:</b> harvest; reap<br><br><b>On'yomi:</b> カク<br><br><b>Stats:</b> Strokes: 18 | Radical: 115 | Freq: #1642<br><br><b>Heisig:</b> RTK: #908 | RTK6: #974,grade8
郭,<b>Meanings:</b> enclosure; quarters; fortification; red-light district<br><br><b>On'yomi:</b> カク<br><br><b>Kun'yomi:</b> くるわ<br><br><b>Name readings:</b> ひろ<br><br><b>Stats:</b> Strokes: 11 | Radical: 163 | Freq: #1670<br><br><b>Heisig:</b> RTK: #1842 | RTK6: #1985,grade8
閣,<b>Meanings:</b> tower; tall building; palace<br><br><b>On'yomi:</b> カク<br><br><b>Stats:</b> Strokes: 14 | Radical: 169 | Freq: #444<br><br><b>Heisig:</b> RTK: #1624 | RTK6: #1752,grade6
隔,<b>Meanings:</b> isolate; alternate; distance; separate; gulf<br><br><b>On'yomi:</b> カク<br><br><b>Kun'yomi:</b> へだ.てる; へだ.たる<br><br><b>Stats:</b> Strokes: 13 | Radical: 170 | Freq: #1382<br><br><b>Heisig:</b> RTK: #1312 | RTK6: #1409,grade8
岳,<b>Meanings:</b> point; peak; mountain<br><br><b>On'yomi:</b> ガク<br><br><b>Kun'yomi:</b> たけ<br><br><b>Name readings:</b> おか; たか; たけん<br><br><b>Stats:</b> Strokes: 8 | Radical: 46 | Freq: #1334<br><br><b>Heisig:</b> RTK: #1330 | RTK6: #1428,grade8
掛,<b>Meanings:</b> hang; suspend; depend; arrive at; tax; pour<br><br><b>On'yomi:</b> カイ; ケイ<br><br><b>Kun'yomi:</b> か.ける; -か.ける; か.け; -か.け; -が.け; か.かる; -か.かる; -が.かる; か.かり; -が.かり; かかり; -がかり<br><br><b>Name readings:</b> かけ<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #1027<br><br><b>Heisig:</b> RTK: #674 | RTK6: #727,grade8
潟,<b>Meanings:</b> lagoon<br><br><b>On'yomi:</b> セキ<br><br><b>Kun'yomi:</b> かた; -がた<br><br><b>Name readings:</b> がら<br><br><b>Stats:</b> Strokes: 15 | Radical: 85 | Freq: #1204<br><br><b>Heisig:</b> RTK: #2039 | RTK6: #2195,grade4
喝,<b>Meanings:</b> hoarse; scold<br><br><b>On'yomi:</b> カツ<br><br><b>Stats:</b> Strokes: 11 | Radical: 30 | Freq: #1858<br><br><b>Heisig:</b> RTK: #454 | RTK6: #491,grade8
括,<b>Meanings:</b> fasten; tie up; arrest; constrict<br><br><b>On'yomi:</b> カツ<br><br><b>Kun'yomi:</b> くく.る<br><br><b>Stats:</b> Strokes: 9 | Radical: 64 | Freq: #1026<br><br><b>Heisig:</b> RTK: #661 | RTK6: #714,grade8
渇,<b>Meanings:</b> thirst; dry up; parch<br><br><b>On'yomi:</b> カツ<br><br><b>Kun'yomi:</b> かわ.く<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #1944<br><br><b>Heisig:</b> RTK: #451 | RTK6: #488,grade8
滑,<b>Meanings:</b> slippery; slide; slip; fail exam<br><br><b>On'yomi:</b> カツ; コツ<br><br><b>Kun'yomi:</b> すべ.る; なめ.らか<br><br><b>Name readings:</b> かり; なめり<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #1238<br><br><b>Heisig:</b> RTK: #1289 | RTK6: #1384,grade8
褐,<b>Meanings:</b> brown; woollen kimono<br><br><b>On'yomi:</b> カツ<br><br><b>Stats:</b> Strokes: 13 | Radical: 145 | Freq: #2186<br><br><b>Heisig:</b> RTK: #453 | RTK6: #490,grade8
轄,<b>Meanings:</b> control; wedge<br><br><b>On'yomi:</b> カツ<br><br><b>Kun'yomi:</b> くさび<br><br><b>Stats:</b> Strokes: 17 | Radical: 159 | Freq: #1771<br><br><b>Heisig:</b> RTK: #1552 | RTK6: #1672,grade8
且,<b>Meanings:</b> moreover; also; furthermore<br><br><b>On'yomi:</b> ショ; ソ; ショウ<br><br><b>Kun'yomi:</b> か.つ<br><br><b>Name readings:</b> あき; かつ<br><br><b>Stats:</b> Strokes: 5 | Radical: 1<br><br><b>Heisig:</b> RTK: #2034 | RTK6: #2190,grade8
叶,<b>Meanings:</b> grant; answer<br><br><b>On'yomi:</b> キョウ<br><br><b>Kun'yomi:</b> かな.える; かな.う<br><br><b>Name readings:</b> かの; かのう<br><br><b>Stats:</b> Strokes: 5 | Radical: 30 | Freq: #2312<br><br><b>Heisig:</b> RTK: #2173 | RTK6: #2291,grade9
樺,<b>Meanings:</b> birch; dark red<br><br><b>On'yomi:</b> カ<br><br><b>Kun'yomi:</b> かば; かんば<br><br><b>Name readings:</b> から; かも; かん<br><br><b>Stats:</b> Strokes: 14 | Radical: 75 | Freq: #1982<br><br><b>Heisig:</b> RTK: #2515 | RTK6: #2575,grade9
株,<b>Meanings:</b> stocks; stump; shares; stock; counter for small plants<br><br><b>On'yomi:</b> シュ<br><br><b>Kun'yomi:</b> かぶ<br><br><b>Stats:</b> Strokes: 10 | Radical: 75 | Freq: #432<br><br><b>Heisig:</b> RTK: #222 | RTK6: #236,grade6
鎌,<b>Meanings:</b> sickle; scythe; trick<br><br><b>On'yomi:</b> レン; ケン<br><br><b>Kun'yomi:</b> かま<br><br><b>Name readings:</b> かた; かね<br><br><b>Stats:</b> Strokes: 18 | Radical: 167 | Freq: #1587<br><br><b>Heisig:</b> RTK: #1599 | RTK6: #1725,grade8
茅,<b>Meanings:</b> miscanthus reed<br><br><b>On'yomi:</b> ボウ; ミョウ<br><br><b>Kun'yomi:</b> かや; ちがや<br><br><b>Name readings:</b> ち; じ<br><br><b>Stats:</b> Strokes: 8 | Radical: 140 | Freq: #1895<br><br><b>Heisig:</b> RTK: #2385 | RTK6: #2468,grade9
刈,<b>Meanings:</b> reap; cut; clip; trim; prune<br><br><b>On'yomi:</b> ガイ; カイ<br><br><b>Kun'yomi:</b> か.る<br><br><b>Name readings:</b> かっ; かり<br><br><b>Stats:</b> Strokes: 4 | Radical: 18 | Freq: #1738<br><br><b>Heisig:</b> RTK: #1488 | RTK6: #1600,grade8
侃,<b>Meanings:</b> strong; just; righteous; peace-loving<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> つよ.い<br><br><b>Name readings:</b> あきら; ただし<br><br><b>Stats:</b> Strokes: 8 | Radical: 9<br><br><b>Heisig:</b> RTK: #2123 | RTK6: #2255,grade9
冠,<b>Meanings:</b> crown; best; peerless<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> かんむり<br><br><b>Name readings:</b> か; かっぷ; まさる<br><br><b>Stats:</b> Strokes: 9 | Radical: 14 | Freq: #1503<br><br><b>Heisig:</b> RTK: #304 | RTK6: #326,grade8
勘,<b>Meanings:</b> intuition; perception; check; compare; sixth sense<br><br><b>On'yomi:</b> カン<br><br><b>Name readings:</b> か; さとる<br><br><b>Stats:</b> Strokes: 11 | Radical: 19 | Freq: #1494<br><br><b>Heisig:</b> RTK: #1769 | RTK6: #1906,grade8
勧,<b>Meanings:</b> persuade; recommend; advise; encourage; offer<br><br><b>On'yomi:</b> カン; ケン<br><br><b>Kun'yomi:</b> すす.める<br><br><b>Stats:</b> Strokes: 13 | Radical: 19 | Freq: #1068<br><br><b>Heisig:</b> RTK: #864 | RTK6: #928,grade8
喚,<b>Meanings:</b> yell; cry; call; scream; summon<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> わめ.く<br><br><b>Stats:</b> Strokes: 12 | Radical: 30 | Freq: #1120<br><br><b>Heisig:</b> RTK: #1042 | RTK6: #1121,grade8
堪,<b>Meanings:</b> withstand; endure; support; resist<br><br><b>On'yomi:</b> カン; タン<br><br><b>Kun'yomi:</b> た.える; たま.る; こら.える; こた.える<br><br><b>Stats:</b> Strokes: 12 | Radical: 32 | Freq: #1953<br><br><b>Heisig:</b> RTK: #1770 | RTK6: #1907,grade8
寛,<b>Meanings:</b> tolerant; leniency; generosity; relax; feel at home; be at ease; broadminded<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> くつろ.ぐ; ひろ.い; ゆる.やか<br><br><b>Name readings:</b> とも; のぶ; のり; ひろし; ひろん; ゆた; ゆたか<br><br><b>Stats:</b> Strokes: 13 | Radical: 40 | Freq: #1377<br><br><b>Heisig:</b> RTK: #226 | RTK6: #241,grade8
幹,<b>Meanings:</b> tree trunk; main part; talent; capability<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> みき<br><br><b>Name readings:</b> つよし; まさ; もと; えだ; き; くる; たかし; つね; とも; み; もとき; よし; より<br><br><b>Stats:</b> Strokes: 13 | Radical: 51 | Freq: #364<br><br><b>Heisig:</b> RTK: #1654 | RTK6: #1783,grade5
患,<b>Meanings:</b> afflicted; disease; suffer from; be ill<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> わずら.う<br><br><b>Name readings:</b> くろ<br><br><b>Stats:</b> Strokes: 11 | Radical: 61 | Freq: #796<br><br><b>Heisig:</b> RTK: #604 | RTK6: #650,grade8
憾,<b>Meanings:</b> remorse; regret; be sorry<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> うら.む<br><br><b>Stats:</b> Strokes: 16 | Radical: 61 | Freq: #1682<br><br><b>Heisig:</b> RTK: #631 | RTK6: #678,grade8
敢,<b>Meanings:</b> daring; brave; bold; sad; tragic; pitiful<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> あ.えて; あ.えない; あ.えず<br><br><b>Stats:</b> Strokes: 12 | Radical: 66 | Freq: #1859<br><br><b>Heisig:</b> RTK: #826 | RTK6: #889,grade8
棺,<b>Meanings:</b> coffin; casket<br><br><b>On'yomi:</b> カン<br><br><b>Stats:</b> Strokes: 12 | Radical: 75 | Freq: #2161<br><br><b>Heisig:</b> RTK: #1272 | RTK6: #1364,grade8
款,<b>Meanings:</b> goodwill; article; section; friendship; collusion<br><br><b>On'yomi:</b> カン<br><br><b>Name readings:</b> まさ<br><br><b>Stats:</b> Strokes: 12 | Radical: 76 | Freq: #1854<br><br><b>Heisig:</b> RTK: #1097 | RTK6: #1178,grade8
歓,<b>Meanings:</b> delight; joy<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> よろこ.ぶ<br><br><b>Name readings:</b> ぶ<br><br><b>Stats:</b> Strokes: 15 | Radical: 76 | Freq: #1065<br><br><b>Heisig:</b> RTK: #570 | RTK6: #612,grade8
監,<b>Meanings:</b> oversee; official; govt office; rule; administer<br><br><b>On'yomi:</b> カン<br><br><b>Name readings:</b> けん<br><br><b>Stats:</b> Strokes: 15 | Radical: 108 | Freq: #408<br><br><b>Heisig:</b> RTK: #1453 | RTK6: #1562,grade8
緩,<b>Meanings:</b> slacken; loosen; relax; lessen; be moderate; ease<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> ゆる.い; ゆる.やか; ゆる.む; ゆる.める<br><br><b>Name readings:</b> ひろ<br><br><b>Stats:</b> Strokes: 15 | Radical: 120 | Freq: #933<br><br><b>Heisig:</b> RTK: #1952 | RTK6: #2102,grade8
缶,<b>Meanings:</b> tin can; container; jar radical (no. 121)<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> かま<br><br><b>Name readings:</b> ふ; べ<br><br><b>Stats:</b> Strokes: 6 | Radical: 121 | Freq: #1543<br><br><b>Heisig:</b> RTK: #1965 | RTK6: #2116,grade8
肝,<b>Meanings:</b> liver; pluck; nerve; chutzpah<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> きも<br><br><b>Stats:</b> Strokes: 7 | Radical: 130 | Freq: #1118<br><br><b>Heisig:</b> RTK: #1649 | RTK6: #1778,grade8
艦,<b>Meanings:</b> warship<br><br><b>On'yomi:</b> カン<br><br><b>Stats:</b> Strokes: 21 | Radical: 137 | Freq: #1363<br><br><b>Heisig:</b> RTK: #1875 | RTK6: #2020,grade8
莞,<b>Meanings:</b> smiling; reed used to cover tatami<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> い<br><br><b>Stats:</b> Strokes: 10 | Radical: 140<br><br><b>Heisig:</b> RTK: #2408 | RTK6: #2488,grade9
貫,<b>Meanings:</b> pierce; 8 1/3lbs; penetrate; brace<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> つらぬ.く; ぬ.く; ぬき<br><br><b>Name readings:</b> つら; ぬく<br><br><b>Stats:</b> Strokes: 11 | Radical: 154 | Freq: #1156<br><br><b>Heisig:</b> RTK: #102 | RTK6: #106,grade8
還,<b>Meanings:</b> send back; return<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> かえ.る<br><br><b>Stats:</b> Strokes: 16 | Radical: 162 | Freq: #910<br><br><b>Heisig:</b> RTK: #837 | RTK6: #900,grade8
鑑,<b>Meanings:</b> specimen; take warning from; learn from<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> かんが.みる; かがみ<br><br><b>Name readings:</b> あき; あきら<br><br><b>Stats:</b> Strokes: 23 | Radical: 167 | Freq: #1391<br><br><b>Heisig:</b> RTK: #1455 | RTK6: #1564,grade8
閑,<b>Meanings:</b> leisure<br><br><b>On'yomi:</b> カン<br><br><b>Name readings:</b> が; より<br><br><b>Stats:</b> Strokes: 12 | Radical: 169 | Freq: #1994<br><br><b>Heisig:</b> RTK: #1625 | RTK6: #1753,grade8
陥,<b>Meanings:</b> collapse; fall into; cave in; fall (castle); slide into<br><br><b>On'yomi:</b> カン<br><br><b>Kun'yomi:</b> おちい.る; おとしい.れる<br><br><b>Stats:</b> Strokes: 10 | Radical: 170 | Freq: #1154<br><br><b>Heisig:</b> RTK: #1315 | RTK6: #1412,grade8
巌,<b>Meanings:</b> rock; crag; boulder<br><br><b>On'yomi:</b> ガン<br><br><b>Kun'yomi:</b> いわ; いわお; けわ.しい<br><br><b>Name readings:</b> よし<br><br><b>Stats:</b> Strokes: 20 | Radical: 46 | Freq: #1986<br><br><b>Heisig:</b> RTK: #2978,grade9
眼,<b>Meanings:</b> eyeball<br><br><b>On'yomi:</b> ガン; ゲン<br><br><b>Kun'yomi:</b> まなこ; め<br><br><b>Stats:</b> Strokes: 11 | Radical: 109 | Freq: #1527<br><br><b>Heisig:</b> RTK: #1467 | RTK6: #1577,grade5
頑,<b>Meanings:</b> stubborn; foolish; firmly<br><br><b>On'yomi:</b> ガン<br><br><b>Kun'yomi:</b> かたく.な<br><br><b>Stats:</b> Strokes: 13 | Radical: 181 | Freq: #1247<br><br><b>Heisig:</b> RTK: #61 | RTK6: #65,grade8
企,<b>Meanings:</b> undertake; scheme; design; attempt; plan<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> くわだ.てる; たくら.む<br><br><b>Stats:</b> Strokes: 6 | Radical: 9 | Freq: #278<br><br><b>Heisig:</b> RTK: #375 | RTK6: #401,grade8
伎,<b>Meanings:</b> deed; skill<br><br><b>On'yomi:</b> ギ; キ<br><br><b>Kun'yomi:</b> わざ; わざおぎ<br><br><b>Stats:</b> Strokes: 6 | Radical: 9<br><br><b>Heisig:</b> RTK: #2122 | RTK6: #1040,grade8
奇,<b>Meanings:</b> strange; strangeness; curiosity<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> く.しき; あや.しい; くし; めずら.しい<br><br><b>Stats:</b> Strokes: 8 | Radical: 37 | Freq: #1367<br><br><b>Heisig:</b> RTK: #126 | RTK6: #133,grade8
嬉,<b>Meanings:</b> glad; pleased; rejoice<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> うれ.しい; たの.しむ<br><br><b>Name readings:</b> うらし; うれし<br><br><b>Stats:</b> Strokes: 15 | Radical: 38 | Freq: #2274<br><br><b>Heisig:</b> RTK: #2207 | RTK6: #2319,grade9
岐,<b>Meanings:</b> branch off; fork in road; scene; arena; theater<br><br><b>On'yomi:</b> キ; ギ<br><br><b>Name readings:</b> たかし; また<br><br><b>Stats:</b> Strokes: 7 | Radical: 46 | Freq: #1428<br><br><b>Heisig:</b> RTK: #772 | RTK6: #834,grade4
幾,<b>Meanings:</b> how many; how much; how far; how long; some; several<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> いく-; いく.つ; いく.ら<br><br><b>Name readings:</b> い; く<br><br><b>Stats:</b> Strokes: 12 | Radical: 52 | Freq: #1725<br><br><b>Heisig:</b> RTK: #1381 | RTK6: #1481,grade8
忌,<b>Meanings:</b> mourning; abhor; detestable; death anniversary<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> い.む; い.み; い.まわしい<br><br><b>Name readings:</b> いまわ<br><br><b>Stats:</b> Strokes: 7 | Radical: 61 | Freq: #1882<br><br><b>Heisig:</b> RTK: #599 | RTK6: #644,grade8
揮,<b>Meanings:</b> brandish; wave; wag; swing; shake<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> ふる.う<br><br><b>Stats:</b> Strokes: 12 | Radical: 64 | Freq: #946<br><br><b>Heisig:</b> RTK: #662 | RTK6: #715,grade6
旗,<b>Meanings:</b> national flag; banner; standard<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> はた<br><br><b>Stats:</b> Strokes: 14 | Radical: 70 | Freq: #1190<br><br><b>Heisig:</b> RTK: #1764 | RTK6: #1901,grade4
既,<b>Meanings:</b> previously; already; long ago<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> すで.に<br><br><b>Stats:</b> Strokes: 10 | Radical: 71 | Freq: #1081<br><br><b>Heisig:</b> RTK: #1481 | RTK6: #1593,grade8
棋,<b>Meanings:</b> chess piece; Japanese chess; shogi<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> ご<br><br><b>Stats:</b> Strokes: 12 | Radical: 75 | Freq: #1311<br><br><b>Heisig:</b> RTK: #1763 | RTK6: #1900,grade8
棄,<b>Meanings:</b> abandon; throw away; discard; resign; reject; sacrifice<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> す.てる<br><br><b>Stats:</b> Strokes: 13 | Radical: 75 | Freq: #901<br><br><b>Heisig:</b> RTK: #758 | RTK6: #820,grade8
