kanji,back,tags
叫,<b>Meanings:</b> shout; exclaim; yell<br><br><b>On'yomi:</b> キョウ<br><br><b>Kun'yomi:</b> さけ.ぶ<br><br><b>Stats:</b> Strokes: 6 | Radical: 30 | Freq: #1426<br><br><b>Heisig:</b> RTK: #1508 | RTK6: #1626,grade8
恐,<b>Meanings:</b> fear; dread; awe<br><br><b>On'yomi:</b> キョウ<br><br><b>Kun'yomi:</b> おそ.れる; おそ.る; おそ.ろしい; こわ.い; こわ.がる<br><br><b>Stats:</b> Strokes: 10 | Radical: 61 | Freq: #878<br><br><b>Heisig:</b> RTK: #613 | RTK6: #660,grade8
挟,<b>Meanings:</b> pinch; between<br><br><b>On'yomi:</b> キョウ; ショウ<br><br><b>Kun'yomi:</b> はさ.む; はさ.まる; わきばさ.む; さしはさ.む<br><br><b>Stats:</b> Strokes: 9 | Radical: 64 | Freq: #1870<br><br><b>Heisig:</b> RTK: #1267 | RTK6: #1357,grade8
況,<b>Meanings:</b> condition; situation<br><br><b>On'yomi:</b> キョウ<br><br><b>Kun'yomi:</b> まし.て; いわ.んや; おもむき<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #490<br><br><b>Heisig:</b> RTK: #145 | RTK6: #156,grade8
狭,<b>Meanings:</b> cramped; narrow; contract; tight<br><br><b>On'yomi:</b> キョウ; コウ<br><br><b>Kun'yomi:</b> せま.い; せば.める; せば.まる; さ<br><br><b>Name readings:</b> はざ<br><br><b>Stats:</b> Strokes: 9 | Radical: 94 | Freq: #1346<br><br><b>Heisig:</b> RTK: #1266 | RTK6: #1356,grade8
偶,<b>Meanings:</b> accidentally; even number; couple; man & wife; same kind<br><br><b>On'yomi:</b> グウ<br><br><b>Kun'yomi:</b> たま<br><br><b>Stats:</b> Strokes: 11 | Radical: 9 | Freq: #1602<br><br><b>Heisig:</b> RTK: #1955 | RTK6: #2105,grade8
隅,<b>Meanings:</b> corner; nook<br><br><b>On'yomi:</b> グウ<br><br><b>Kun'yomi:</b> すみ<br><br><b>Stats:</b> Strokes: 12 | Radical: 170 | Freq: #1601<br><br><b>Heisig:</b> RTK: #1958 | RTK6: #2108,grade8
掘,<b>Meanings:</b> dig; delve; excavate<br><br><b>On'yomi:</b> クツ<br><br><b>Kun'yomi:</b> ほ.る<br><br><b>Name readings:</b> ぼり<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #1257<br><br><b>Heisig:</b> RTK: #1061 | RTK6: #1141,grade8
靴,<b>Meanings:</b> shoes<br><br><b>On'yomi:</b> カ<br><br><b>Kun'yomi:</b> くつ<br><br><b>Stats:</b> Strokes: 13 | Radical: 177 | Freq: #1561<br><br><b>Heisig:</b> RTK: #1894 | RTK6: #2042,grade8
傾,<b>Meanings:</b> lean; incline; tilt; trend; wane; sink; ruin; bias<br><br><b>On'yomi:</b> ケイ<br><br><b>Kun'yomi:</b> かたむ.く; かたむ.ける; かたぶ.く; かた.げる; かし.げる<br><br><b>Stats:</b> Strokes: 13 | Radical: 9 | Freq: #938<br><br><b>Heisig:</b> RTK: #1011 | RTK6: #1086,grade8
恵,<b>Meanings:</b> favor; blessing; grace; kindness<br><br><b>On'yomi:</b> ケイ; エ<br><br><b>Kun'yomi:</b> めぐ.む; めぐ.み<br><br><b>Name readings:</b> あや; け; さと; さとし; しげ; へい; み; やす<br><br><b>Stats:</b> Strokes: 10 | Radical: 61 | Freq: #925<br><br><b>Heisig:</b> RTK: #612 | RTK6: #659,grade8
迎,<b>Meanings:</b> welcome; meet; greet<br><br><b>On'yomi:</b> ゲイ<br><br><b>Kun'yomi:</b> むか.える<br><br><b>Name readings:</b> むかえ<br><br><b>Stats:</b> Strokes: 7 | Radical: 162 | Freq: #625<br><br><b>Heisig:</b> RTK: #1702 | RTK6: #1837,grade8
肩,<b>Meanings:</b> shoulder<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> かた<br><br><b>Stats:</b> Strokes: 8 | Radical: 130 | Freq: #1215<br><br><b>Heisig:</b> RTK: #1077 | RTK6: #1158,grade8
賢,<b>Meanings:</b> intelligent; wise; wisdom; cleverness<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> かしこ.い<br><br><b>Name readings:</b> かた; さか; さと; さとし; たか; たて; のり; まこと; まさ; まさる<br><br><b>Stats:</b> Strokes: 16 | Radical: 154 | Freq: #1159<br><br><b>Heisig:</b> RTK: #852 | RTK6: #915,grade8
軒,<b>Meanings:</b> flats; counter for houses; eaves<br><br><b>On'yomi:</b> ケン<br><br><b>Kun'yomi:</b> のき<br><br><b>Stats:</b> Strokes: 10 | Radical: 159 | Freq: #1416<br><br><b>Heisig:</b> RTK: #1652 | RTK6: #1781,grade8
枯,<b>Meanings:</b> wither; die; dry up; be seasoned<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> か.れる; か.らす<br><br><b>Stats:</b> Strokes: 9 | Radical: 75 | Freq: #1749<br><br><b>Heisig:</b> RTK: #206 | RTK6: #219,grade8
雇,<b>Meanings:</b> employ; hire<br><br><b>On'yomi:</b> コ<br><br><b>Kun'yomi:</b> やと.う<br><br><b>Stats:</b> Strokes: 12 | Radical: 172 | Freq: #975<br><br><b>Heisig:</b> RTK: #1083 | RTK6: #1164,grade8
互,<b>Meanings:</b> mutually; reciprocally; together<br><br><b>On'yomi:</b> ゴ<br><br><b>Kun'yomi:</b> たが.い; かたみ.に<br><br><b>Stats:</b> Strokes: 4 | Radical: 7 | Freq: #914<br><br><b>Heisig:</b> RTK: #757 | RTK6: #819,grade8
御,<b>Meanings:</b> honorable; manipulate; govern<br><br><b>On'yomi:</b> ギョ; ゴ<br><br><b>Kun'yomi:</b> おん-; お-; み-<br><br><b>Name readings:</b> う<br><br><b>Stats:</b> Strokes: 12 | Radical: 60 | Freq: #1087<br><br><b>Heisig:</b> RTK: #1398 | RTK6: #1500,grade8
更,<b>Meanings:</b> grow late; night watch; sit up late; of course; renew; renovate; again; more and more; further<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> さら; さら.に; ふ.ける; ふ.かす<br><br><b>Stats:</b> Strokes: 7 | Radical: 73 | Freq: #861<br><br><b>Heisig:</b> RTK: #694 | RTK6: #749,grade8
硬,<b>Meanings:</b> stiff; hard<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> かた.い<br><br><b>Stats:</b> Strokes: 12 | Radical: 112 | Freq: #1101<br><br><b>Heisig:</b> RTK: #695 | RTK6: #750,grade8
肯,<b>Meanings:</b> agreement; consent; comply with<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> がえんじ.る<br><br><b>Stats:</b> Strokes: 8 | Radical: 130 | Freq: #1813<br><br><b>Heisig:</b> RTK: #374 | RTK6: #400,grade8
荒,<b>Meanings:</b> laid waste; rough; rude; wild<br><br><b>On'yomi:</b> コウ<br><br><b>Kun'yomi:</b> あ.らす; あ.れる; あら.い; すさ.ぶ; すさ.む; あ.らし<br><br><b>Name readings:</b> ら<br><br><b>Stats:</b> Strokes: 9 | Radical: 140 | Freq: #1099<br><br><b>Heisig:</b> RTK: #488 | RTK6: #527,grade8
郊,<b>Meanings:</b> outskirts; suburbs; rural area<br><br><b>On'yomi:</b> コウ<br><br><b>Stats:</b> Strokes: 9 | Radical: 163 | Freq: #1304<br><br><b>Heisig:</b> RTK: #1844 | RTK6: #1987,grade8
腰,<b>Meanings:</b> loins; hips; waist; low wainscoting<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> こし<br><br><b>Name readings:</b> うすぐ<br><br><b>Stats:</b> Strokes: 13 | Radical: 130 | Freq: #1306<br><br><b>Heisig:</b> RTK: #1605 | RTK6: #1731,grade8
込,<b>Meanings:</b> crowded; mixture; in bulk; included; (kokuji)<br><br><b>Kun'yomi:</b> -こ.む; こ.む; こ.み; -こ.み; こ.める<br><br><b>Name readings:</b> こみ; ごめ<br><br><b>Stats:</b> Strokes: 5 | Radical: 162 | Freq: #675<br><br><b>Heisig:</b> RTK: #780 | RTK6: #843,grade8
婚,<b>Meanings:</b> marriage<br><br><b>On'yomi:</b> コン<br><br><b>Stats:</b> Strokes: 11 | Radical: 38 | Freq: #767<br><br><b>Heisig:</b> RTK: #1830 | RTK6: #1972,grade8
歳,<b>Meanings:</b> year-end; age; occasion; opportunity<br><br><b>On'yomi:</b> サイ; セイ<br><br><b>Kun'yomi:</b> とし; とせ; よわい<br><br><b>Stats:</b> Strokes: 13 | Radical: 77 | Freq: #269<br><br><b>Heisig:</b> RTK: #512 | RTK6: #551,grade8
咲,<b>Meanings:</b> blossom; bloom<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> さ.く; -ざき<br><br><b>Name readings:</b> さ; さき<br><br><b>Stats:</b> Strokes: 9 | Radical: 30 | Freq: #1534<br><br><b>Heisig:</b> RTK: #2018 | RTK6: #2174,grade8
伺,<b>Meanings:</b> pay respects; visit; ask; inquire; question; implore<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> うかが.う<br><br><b>Stats:</b> Strokes: 7 | Radical: 9 | Freq: #2209<br><br><b>Heisig:</b> RTK: #1864 | RTK6: #2008,grade8
刺,<b>Meanings:</b> thorn; pierce; stab; prick; sting; calling card<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> さ.す; さ.さる; さ.し; さし; とげ<br><br><b>Stats:</b> Strokes: 8 | Radical: 18 | Freq: #1031<br><br><b>Heisig:</b> RTK: #417 | RTK6: #446,grade8
脂,<b>Meanings:</b> fat; grease; tallow; lard; rosin; gum; tar<br><br><b>On'yomi:</b> シ<br><br><b>Kun'yomi:</b> あぶら<br><br><b>Stats:</b> Strokes: 10 | Radical: 130 | Freq: #1548<br><br><b>Heisig:</b> RTK: #456 | RTK6: #494,grade8
湿,<b>Meanings:</b> damp; wet; moist<br><br><b>On'yomi:</b> シツ; シュウ<br><br><b>Kun'yomi:</b> しめ.る; しめ.す; うるお.う; うるお.す<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #1517<br><br><b>Heisig:</b> RTK: #1788 | RTK6: #1927,grade8
舟,<b>Meanings:</b> boat; ship<br><br><b>On'yomi:</b> シュウ<br><br><b>Kun'yomi:</b> ふね; ふな-; -ぶね<br><br><b>Stats:</b> Strokes: 6 | Radical: 137 | Freq: #1786<br><br><b>Heisig:</b> RTK: #1868 | RTK6: #2012,grade8
柔,<b>Meanings:</b> tender; weakness; gentleness; softness<br><br><b>On'yomi:</b> ジュウ; ニュウ<br><br><b>Kun'yomi:</b> やわ.らか; やわ.らかい; やわ; やわ.ら<br><br><b>Name readings:</b> とお<br><br><b>Stats:</b> Strokes: 9 | Radical: 75 | Freq: #1187<br><br><b>Heisig:</b> RTK: #1226 | RTK6: #1312,grade8
緒,<b>Meanings:</b> thong; beginning; inception; end; cord; strap; mental or emotional state<br><br><b>On'yomi:</b> ショ; チョ<br><br><b>Kun'yomi:</b> お; いとぐち<br><br><b>Name readings:</b> ほ<br><br><b>Stats:</b> Strokes: 14 | Radical: 120 | Freq: #952<br><br><b>Heisig:</b> RTK: #1344 | RTK6: #1444,grade8
召,<b>Meanings:</b> seduce; call; send for; wear; put on; ride in; buy; eat; drink; catch (cold)<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> め.す<br><br><b>Stats:</b> Strokes: 5 | Radical: 30 | Freq: #1540<br><br><b>Heisig:</b> RTK: #86 | RTK6: #90,grade8
床,<b>Meanings:</b> bed; counter for beds; floor; padding; tatami<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> とこ; ゆか<br><br><b>Stats:</b> Strokes: 7 | Radical: 53 | Freq: #1175<br><br><b>Heisig:</b> RTK: #592 | RTK6: #636,grade8
昇,<b>Meanings:</b> rise up<br><br><b>On'yomi:</b> ショウ<br><br><b>Kun'yomi:</b> のぼ.る<br><br><b>Name readings:</b> しゅう; のり<br><br><b>Stats:</b> Strokes: 8 | Radical: 72 | Freq: #826<br><br><b>Heisig:</b> RTK: #43 | RTK6: #43,grade8
紹,<b>Meanings:</b> introduce; inherit; help<br><br><b>On'yomi:</b> ショウ<br><br><b>Name readings:</b> つぐ<br><br><b>Stats:</b> Strokes: 11 | Radical: 120 | Freq: #963<br><br><b>Heisig:</b> RTK: #1359 | RTK6: #1459,grade8
畳,<b>Meanings:</b> tatami mat; counter for tatami mats; fold; shut up; do away with<br><br><b>On'yomi:</b> ジョウ; チョウ<br><br><b>Kun'yomi:</b> たた.む; たたみ; かさ.なる<br><br><b>Stats:</b> Strokes: 12 | Radical: 102 | Freq: #1665<br><br><b>Heisig:</b> RTK: #1784 | RTK6: #1923,grade8
触,<b>Meanings:</b> contact; touch; feel; hit; proclaim; announce; conflict<br><br><b>On'yomi:</b> ショク<br><br><b>Kun'yomi:</b> ふ.れる; さわ.る; さわ<br><br><b>Stats:</b> Strokes: 13 | Radical: 148 | Freq: #904<br><br><b>Heisig:</b> RTK: #1813 | RTK6: #1954,grade8
伸,<b>Meanings:</b> expand; stretch; extend; lengthen; increase<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> の.びる; の.ばす; の.べる; の.す<br><br><b>Name readings:</b> のぶ; よぼる<br><br><b>Stats:</b> Strokes: 7 | Radical: 9 | Freq: #730<br><br><b>Heisig:</b> RTK: #1118 | RTK6: #1199,grade8
寝,<b>Meanings:</b> lie down; sleep; rest; bed; remain unsold<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> ね.る; ね.かす; い.ぬ; みたまや; や.める<br><br><b>Stats:</b> Strokes: 13 | Radical: 40 | Freq: #1034<br><br><b>Heisig:</b> RTK: #1150 | RTK6: #1233,grade8
辛,<b>Meanings:</b> spicy; bitter; hot; acrid<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> から.い; つら.い; -づら.い; かのと<br><br><b>Stats:</b> Strokes: 7 | Radical: 160 | Freq: #1607<br><br><b>Heisig:</b> RTK: #1496 | RTK6: #1612,grade8
震,<b>Meanings:</b> quake; shake; tremble; quiver; shiver<br><br><b>On'yomi:</b> シン<br><br><b>Kun'yomi:</b> ふる.う; ふる.える; ふる.わせる; ふる.わす<br><br><b>Stats:</b> Strokes: 15 | Radical: 173 | Freq: #893<br><br><b>Heisig:</b> RTK: #2010 | RTK6: #2166,grade8
吹,<b>Meanings:</b> blow; breathe; puff; emit; smoke<br><br><b>On'yomi:</b> スイ<br><br><b>Kun'yomi:</b> ふ.く<br><br><b>Name readings:</b> ふき<br><br><b>Stats:</b> Strokes: 7 | Radical: 30 | Freq: #1133<br><br><b>Heisig:</b> RTK: #467 | RTK6: #506,grade8
姓,<b>Meanings:</b> surname<br><br><b>On'yomi:</b> セイ; ショウ<br><br><b>Stats:</b> Strokes: 8 | Radical: 38 | Freq: #1628<br><br><b>Heisig:</b> RTK: #1557 | RTK6: #1678,grade8
占,<b>Meanings:</b> fortune-telling; divining; forecasting; occupy; hold; have; get; take<br><br><b>On'yomi:</b> セン<br><br><b>Kun'yomi:</b> し.める; うらな.う<br><br><b>Name readings:</b> うら; しむ; じめ<br><br><b>Stats:</b> Strokes: 5 | Radical: 25 | Freq: #694<br><br><b>Heisig:</b> RTK: #48 | RTK6: #49,grade8
双,<b>Meanings:</b> pair; set; comparison; counter for pairs<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> ふた; たぐい; ならぶ; ふたつ<br><br><b>Name readings:</b> ふ<br><br><b>Stats:</b> Strokes: 4 | Radical: 29 | Freq: #1029<br><br><b>Heisig:</b> RTK: #697 | RTK6: #753,grade8
捜,<b>Meanings:</b> search; look for; locate<br><br><b>On'yomi:</b> ソウ; シュ; シュウ<br><br><b>Kun'yomi:</b> さが.す<br><br><b>Stats:</b> Strokes: 10 | Radical: 64 | Freq: #592<br><br><b>Heisig:</b> RTK: #1120 | RTK6: #1201,grade8
掃,<b>Meanings:</b> sweep; brush<br><br><b>On'yomi:</b> ソウ; シュ<br><br><b>Kun'yomi:</b> は.く<br><br><b>Name readings:</b> か<br><br><b>Stats:</b> Strokes: 11 | Radical: 64 | Freq: #1255<br><br><b>Heisig:</b> RTK: #1152 | RTK6: #1235,grade8
燥,<b>Meanings:</b> parch; dry up<br><br><b>On'yomi:</b> ソウ<br><br><b>Kun'yomi:</b> はしゃ.ぐ<br><br><b>Stats:</b> Strokes: 17 | Radical: 86 | Freq: #1819<br><br><b>Heisig:</b> RTK: #215 | RTK6: #228,grade8
憎,<b>Meanings:</b> hate; detest<br><br><b>On'yomi:</b> ゾウ<br><br><b>Kun'yomi:</b> にく.む; にく.い; にく.らしい; にく.しみ<br><br><b>Stats:</b> Strokes: 14 | Radical: 61 | Freq: #1808<br><br><b>Heisig:</b> RTK: #626 | RTK6: #673,grade8
贈,<b>Meanings:</b> presents; send; give to; award to; confer on; presenting something<br><br><b>On'yomi:</b> ゾウ; ソウ<br><br><b>Kun'yomi:</b> おく.る<br><br><b>Stats:</b> Strokes: 18 | Radical: 154 | Freq: #1001<br><br><b>Heisig:</b> RTK: #503 | RTK6: #542,grade8
替,<b>Meanings:</b> exchange; spare; substitute; per-<br><br><b>On'yomi:</b> タイ<br><br><b>Kun'yomi:</b> か.える; か.え-; か.わる<br><br><b>Name readings:</b> かえ<br><br><b>Stats:</b> Strokes: 12 | Radical: 73 | Freq: #979<br><br><b>Heisig:</b> RTK: #842 | RTK6: #905,grade8
袋,<b>Meanings:</b> sack; bag; pouch<br><br><b>On'yomi:</b> タイ; ダイ<br><br><b>Kun'yomi:</b> ふくろ<br><br><b>Name readings:</b> てい; ない; ぶく<br><br><b>Stats:</b> Strokes: 11 | Radical: 145 | Freq: #1125<br><br><b>Heisig:</b> RTK: #1006 | RTK6: #1081,grade8
濯,<b>Meanings:</b> laundry; wash; pour on; rinse<br><br><b>On'yomi:</b> タク<br><br><b>Kun'yomi:</b> すす.ぐ; ゆす.ぐ<br><br><b>Stats:</b> Strokes: 17 | Radical: 85 | Freq: #1698<br><br><b>Heisig:</b> RTK: #577 | RTK6: #619,grade8
恥,<b>Meanings:</b> shame; dishonor<br><br><b>On'yomi:</b> チ<br><br><b>Kun'yomi:</b> は.じる; はじ; は.じらう; は.ずかしい<br><br><b>Stats:</b> Strokes: 10 | Radical: 61 | Freq: #1575<br><br><b>Heisig:</b> RTK: #823 | RTK6: #886,grade8
遅,<b>Meanings:</b> slow; late; back; later<br><br><b>On'yomi:</b> チ<br><br><b>Kun'yomi:</b> おく.れる; おく.らす; おそ.い<br><br><b>Name readings:</b> じ<br><br><b>Stats:</b> Strokes: 12 | Radical: 162 | Freq: #833<br><br><b>Heisig:</b> RTK: #1067 | RTK6: #1148,grade8
畜,<b>Meanings:</b> livestock; domestic fowl and animals<br><br><b>On'yomi:</b> チク<br><br><b>Stats:</b> Strokes: 10 | Radical: 102 | Freq: #1824<br><br><b>Heisig:</b> RTK: #1384 | RTK6: #1485,grade8
駐,<b>Meanings:</b> stop-over; reside in; resident<br><br><b>On'yomi:</b> チュウ<br><br><b>Stats:</b> Strokes: 15 | Radical: 187 | Freq: #955<br><br><b>Heisig:</b> RTK: #1982 | RTK6: #2136,grade8
超,<b>Meanings:</b> transcend; super-; ultra-<br><br><b>On'yomi:</b> チョウ<br><br><b>Kun'yomi:</b> こ.える; こ.す<br><br><b>Name readings:</b> まさる; わたる<br><br><b>Stats:</b> Strokes: 12 | Radical: 156 | Freq: #597<br><br><b>Heisig:</b> RTK: #385 | RTK6: #411,grade8
沈,<b>Meanings:</b> sink; be submerged; subside; be depressed; aloes<br><br><b>On'yomi:</b> チン; ジン<br><br><b>Kun'yomi:</b> しず.む; しず.める<br><br><b>Name readings:</b> しん<br><br><b>Stats:</b> Strokes: 7 | Radical: 85 | Freq: #1271<br><br><b>Heisig:</b> RTK: #1888 | RTK6: #2033,grade8
