kanji,back,tags
珍,<b>Meanings:</b> rare; curious; strange<br><br><b>On'yomi:</b> チン<br><br><b>Kun'yomi:</b> めずら.しい; たから<br><br><b>Name readings:</b> じん<br><br><b>Stats:</b> Strokes: 9 | Radical: 96 | Freq: #1330<br><br><b>Heisig:</b> RTK: #1723 | RTK6: #1859,grade8
泥,<b>Meanings:</b> mud; mire; adhere to; be attached to<br><br><b>On'yomi:</b> デイ; ナイ; デ; ニ<br><br><b>Kun'yomi:</b> どろ; なず.む<br><br><b>Name readings:</b> ひじ<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #1589<br><br><b>Heisig:</b> RTK: #1055 | RTK6: #1135,grade8
滴,<b>Meanings:</b> drip; drop<br><br><b>On'yomi:</b> テキ<br><br><b>Kun'yomi:</b> しずく; したた.る<br><br><b>Stats:</b> Strokes: 14 | Radical: 85 | Freq: #2019<br><br><b>Heisig:</b> RTK: #442 | RTK6: #474,grade8
殿,<b>Meanings:</b> Mr.; hall; mansion; palace; temple; lord<br><br><b>On'yomi:</b> デン; テン<br><br><b>Kun'yomi:</b> との; -どの<br><br><b>Name readings:</b> て; どん<br><br><b>Stats:</b> Strokes: 13 | Radical: 79 | Freq: #1199<br><br><b>Heisig:</b> RTK: #1805 | RTK6: #1945,grade8
塗,<b>Meanings:</b> paint; plaster; daub; smear; coating<br><br><b>On'yomi:</b> ト<br><br><b>Kun'yomi:</b> ぬ.る; ぬ.り; まみ.れる<br><br><b>Stats:</b> Strokes: 13 | Radical: 32 | Freq: #1414<br><br><b>Heisig:</b> RTK: #1663 | RTK6: #1792,grade8
渡,<b>Meanings:</b> transit; ford; ferry; cross; import; deliver; diameter; migrate<br><br><b>On'yomi:</b> ト<br><br><b>Kun'yomi:</b> わた.る; -わた.る; わた.す<br><br><b>Name readings:</b> お; たり; わたな; わたら; わたり<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #446<br><br><b>Heisig:</b> RTK: #1195 | RTK6: #1279,grade8
途,<b>Meanings:</b> route; way; road<br><br><b>On'yomi:</b> ト<br><br><b>Kun'yomi:</b> みち<br><br><b>Stats:</b> Strokes: 10 | Radical: 162 | Freq: #717<br><br><b>Heisig:</b> RTK: #1661 | RTK6: #1790,grade8
怒,<b>Meanings:</b> angry; be offended<br><br><b>On'yomi:</b> ド; ヌ<br><br><b>Kun'yomi:</b> いか.る; おこ.る<br><br><b>Stats:</b> Strokes: 9 | Radical: 61 | Freq: #1221<br><br><b>Heisig:</b> RTK: #703 | RTK6: #759,grade8
倒,<b>Meanings:</b> overthrow; fall; collapse; drop; break down<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> たお.れる; -だお.れ; たお.す; さかさま; さかさ; さかしま<br><br><b>Stats:</b> Strokes: 10 | Radical: 9 | Freq: #791<br><br><b>Heisig:</b> RTK: #980 | RTK6: #1055,grade8
凍,<b>Meanings:</b> frozen; congeal; refrigerate<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> こお.る; こご.える; こご.る; い.てる; し.みる<br><br><b>Name readings:</b> こおり<br><br><b>Stats:</b> Strokes: 10 | Radical: 15 | Freq: #1284<br><br><b>Heisig:</b> RTK: #506 | RTK6: #545,grade8
塔,<b>Meanings:</b> pagoda; tower; steeple<br><br><b>On'yomi:</b> トウ<br><br><b>Stats:</b> Strokes: 12 | Radical: 32 | Freq: #1708<br><br><b>Heisig:</b> RTK: #254 | RTK6: #270,grade8
盗,<b>Meanings:</b> steal; rob; pilfer<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> ぬす.む; ぬす.み<br><br><b>Stats:</b> Strokes: 11 | Radical: 108 | Freq: #1051<br><br><b>Heisig:</b> RTK: #1451 | RTK6: #1559,grade8
筒,<b>Meanings:</b> cylinder; pipe; tube; gun barrel; sleeve<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> つつ<br><br><b>Stats:</b> Strokes: 12 | Radical: 118 | Freq: #1631<br><br><b>Heisig:</b> RTK: #944 | RTK6: #1015,grade8
到,<b>Meanings:</b> arrival; proceed; reach; attain; result in<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> いた.る<br><br><b>Stats:</b> Strokes: 8 | Radical: 18 | Freq: #1032<br><br><b>Heisig:</b> RTK: #755 | RTK6: #817,grade8
逃,<b>Meanings:</b> escape; flee; shirk; evade; set free<br><br><b>On'yomi:</b> トウ<br><br><b>Kun'yomi:</b> に.げる; に.がす; のが.す; のが.れる<br><br><b>Stats:</b> Strokes: 9 | Radical: 162 | Freq: #931<br><br><b>Heisig:</b> RTK: #283 | RTK6: #301,grade8
突,<b>Meanings:</b> stab; protruding; thrust; pierce; prick; collision; sudden<br><br><b>On'yomi:</b> トツ; カ<br><br><b>Kun'yomi:</b> つ.く<br><br><b>Stats:</b> Strokes: 8 | Radical: 116 | Freq: #521<br><br><b>Heisig:</b> RTK: #1319 | RTK6: #1416,grade8
曇,<b>Meanings:</b> cloudy weather; cloud up<br><br><b>On'yomi:</b> ドン<br><br><b>Kun'yomi:</b> くも.る<br><br><b>Name readings:</b> ど; ずみ<br><br><b>Stats:</b> Strokes: 16 | Radical: 72 | Freq: #1899<br><br><b>Heisig:</b> RTK: #424 | RTK6: #453,grade8
鈍,<b>Meanings:</b> dull; slow; foolish; blunt<br><br><b>On'yomi:</b> ドン<br><br><b>Kun'yomi:</b> にぶ.い; にぶ.る; にぶ-; なま.る; なまく.ら<br><br><b>Stats:</b> Strokes: 12 | Radical: 167 | Freq: #1574<br><br><b>Heisig:</b> RTK: #1495 | RTK6: #1611,grade8
軟,<b>Meanings:</b> soft<br><br><b>On'yomi:</b> ナン<br><br><b>Kun'yomi:</b> やわ.らか; やわ.らかい<br><br><b>Stats:</b> Strokes: 11 | Radical: 159 | Freq: #1269<br><br><b>Heisig:</b> RTK: #470 | RTK6: #509,grade8
猫,<b>Meanings:</b> cat<br><br><b>On'yomi:</b> ビョウ<br><br><b>Kun'yomi:</b> ねこ<br><br><b>Stats:</b> Strokes: 11 | Radical: 94 | Freq: #1702<br><br><b>Heisig:</b> RTK: #244 | RTK6: #259,grade8
悩,<b>Meanings:</b> trouble; worry; in pain; distress; illness<br><br><b>On'yomi:</b> ノウ<br><br><b>Kun'yomi:</b> なや.む; なや.ます; なや.ましい; なやみ<br><br><b>Stats:</b> Strokes: 10 | Radical: 61 | Freq: #1084<br><br><b>Heisig:</b> RTK: #1935 | RTK6: #2085,grade8
濃,<b>Meanings:</b> concentrated; thick; dark; undiluted<br><br><b>On'yomi:</b> ノウ<br><br><b>Kun'yomi:</b> こ.い<br><br><b>Name readings:</b> の<br><br><b>Stats:</b> Strokes: 16 | Radical: 85 | Freq: #1200<br><br><b>Heisig:</b> RTK: #2015 | RTK6: #2171,grade8
杯,<b>Meanings:</b> counter for cupfuls; wine glass; glass; toast<br><br><b>On'yomi:</b> ハイ<br><br><b>Kun'yomi:</b> さかずき<br><br><b>Stats:</b> Strokes: 8 | Radical: 75 | Freq: #1235<br><br><b>Heisig:</b> RTK: #1219 | RTK6: #1304,grade8
泊,<b>Meanings:</b> overnight stay; put up at; ride at anchor<br><br><b>On'yomi:</b> ハク<br><br><b>Kun'yomi:</b> と.まる; と.める<br><br><b>Name readings:</b> とまり; はつ<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #1233<br><br><b>Heisig:</b> RTK: #147 | RTK6: #158,grade8
薄,<b>Meanings:</b> dilute; thin; weak (tea); pampas grass<br><br><b>On'yomi:</b> ハク<br><br><b>Kun'yomi:</b> うす.い; うす-; -うす; うす.める; うす.まる; うす.らぐ; うす.ら-; うす.れる; すすき<br><br><b>Stats:</b> Strokes: 16 | Radical: 140 | Freq: #1009<br><br><b>Heisig:</b> RTK: #227 | RTK6: #242,grade8
爆,<b>Meanings:</b> bomb; burst open; pop; split<br><br><b>On'yomi:</b> バク<br><br><b>Kun'yomi:</b> は.ぜる<br><br><b>Stats:</b> Strokes: 19 | Radical: 86 | Freq: #735<br><br><b>Heisig:</b> RTK: #1802 | RTK6: #1942,grade8
肌,<b>Meanings:</b> texture; skin; body; grain<br><br><b>On'yomi:</b> キ<br><br><b>Kun'yomi:</b> はだ<br><br><b>Stats:</b> Strokes: 6 | Radical: 130 | Freq: #1559<br><br><b>Heisig:</b> RTK: #66 | RTK6: #70,grade8
髪,<b>Meanings:</b> hair of the head<br><br><b>On'yomi:</b> ハツ<br><br><b>Kun'yomi:</b> かみ<br><br><b>Name readings:</b> がた; ひげ<br><br><b>Stats:</b> Strokes: 14 | Radical: 190 | Freq: #1474<br><br><b>Heisig:</b> RTK: #1924 | RTK6: #2074,grade8
抜,<b>Meanings:</b> slip out; extract; pull out; pilfer; quote; remove; omit<br><br><b>On'yomi:</b> バツ; ハツ; ハイ<br><br><b>Kun'yomi:</b> ぬ.く; -ぬ.く; ぬ.き; ぬ.ける; ぬ.かす; ぬ.かる<br><br><b>Name readings:</b> ぬき<br><br><b>Stats:</b> Strokes: 7 | Radical: 64 | Freq: #726<br><br><b>Heisig:</b> RTK: #705 | RTK6: #761,grade8
般,<b>Meanings:</b> carrier; carry; all; general; sort; kind<br><br><b>On'yomi:</b> ハン<br><br><b>Stats:</b> Strokes: 10 | Radical: 137 | Freq: #649<br><br><b>Heisig:</b> RTK: #1871 | RTK6: #2016,grade8
販,<b>Meanings:</b> marketing; sell; trade<br><br><b>On'yomi:</b> ハン<br><br><b>Stats:</b> Strokes: 11 | Radical: 154 | Freq: #627<br><br><b>Heisig:</b> RTK: #726 | RTK6: #783,grade8
彼,<b>Meanings:</b> he; that; the<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> かれ; かの; か.の<br><br><b>Name readings:</b> その<br><br><b>Stats:</b> Strokes: 8 | Radical: 60 | Freq: #648<br><br><b>Heisig:</b> RTK: #883 | RTK6: #948,grade8
疲,<b>Meanings:</b> exhausted; tire; weary<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> つか.れる; -づか.れ; つか.らす<br><br><b>Stats:</b> Strokes: 10 | Radical: 104 | Freq: #1263<br><br><b>Heisig:</b> RTK: #1688 | RTK6: #1823,grade8
被,<b>Meanings:</b> incur; cover; veil; brood over; shelter; wear; put on; be exposed (film); receiving<br><br><b>On'yomi:</b> ヒ<br><br><b>Kun'yomi:</b> こうむ.る; おお.う; かぶ.る; かぶ.せる<br><br><b>Name readings:</b> ぎぬ<br><br><b>Stats:</b> Strokes: 10 | Radical: 145 | Freq: #431<br><br><b>Heisig:</b> RTK: #807 | RTK6: #870,grade8
匹,<b>Meanings:</b> equal; head; counter for small animals; roll of cloth<br><br><b>On'yomi:</b> ヒツ<br><br><b>Kun'yomi:</b> ひき<br><br><b>Stats:</b> Strokes: 4 | Radical: 23 | Freq: #1384<br><br><b>Heisig:</b> RTK: #1695 | RTK6: #1830,grade8
怖,<b>Meanings:</b> dreadful; be frightened; fearful<br><br><b>On'yomi:</b> フ; ホ<br><br><b>Kun'yomi:</b> こわ.い; こわ.がる; お.じる; おそ.れる<br><br><b>Stats:</b> Strokes: 8 | Radical: 61 | Freq: #1325<br><br><b>Heisig:</b> RTK: #623 | RTK6: #670,grade8
普,<b>Meanings:</b> universal; wide(ly); generally; Prussia<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> あまね.く; あまねし<br><br><b>Name readings:</b> しん; ひろ<br><br><b>Stats:</b> Strokes: 12 | Radical: 72 | Freq: #757<br><br><b>Heisig:</b> RTK: #1786 | RTK6: #1925,grade8
浮,<b>Meanings:</b> floating; float; rise to surface<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> う.く; う.かれる; う.かぶ; う.かべる<br><br><b>Name readings:</b> うき<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #776<br><br><b>Heisig:</b> RTK: #730 | RTK6: #787,grade8
符,<b>Meanings:</b> token; sign; mark; tally; charm<br><br><b>On'yomi:</b> フ<br><br><b>Stats:</b> Strokes: 11 | Radical: 118 | Freq: #1798<br><br><b>Heisig:</b> RTK: #1001 | RTK6: #1076,grade8
膚,<b>Meanings:</b> skin; body; grain; texture; disposition<br><br><b>On'yomi:</b> フ<br><br><b>Kun'yomi:</b> はだ<br><br><b>Stats:</b> Strokes: 15 | Radical: 130 | Freq: #1679<br><br><b>Heisig:</b> RTK: #1992 | RTK6: #2147,grade8
舞,<b>Meanings:</b> dance; flit; circle; wheel<br><br><b>On'yomi:</b> ブ<br><br><b>Kun'yomi:</b> ま.う; -ま.う; まい<br><br><b>Stats:</b> Strokes: 15 | Radical: 136 | Freq: #655<br><br><b>Heisig:</b> RTK: #1774 | RTK6: #1912,grade8
封,<b>Meanings:</b> seal; closing<br><br><b>On'yomi:</b> フウ; ホウ<br><br><b>Stats:</b> Strokes: 9 | Radical: 41 | Freq: #1143<br><br><b>Heisig:</b> RTK: #156 | RTK6: #168,grade8
幅,<b>Meanings:</b> hanging scroll; width<br><br><b>On'yomi:</b> フク<br><br><b>Kun'yomi:</b> はば<br><br><b>Stats:</b> Strokes: 12 | Radical: 50 | Freq: #641<br><br><b>Heisig:</b> RTK: #407 | RTK6: #435,grade8
払,<b>Meanings:</b> pay; clear out; prune; banish; dispose of<br><br><b>On'yomi:</b> フツ; ヒツ; ホツ<br><br><b>Kun'yomi:</b> はら.う; -はら.い; -ばら.い<br><br><b>Name readings:</b> はらい<br><br><b>Stats:</b> Strokes: 5 | Radical: 64 | Freq: #813<br><br><b>Heisig:</b> RTK: #738 | RTK6: #798,grade8
沸,<b>Meanings:</b> seethe; boil; ferment; uproar; breed<br><br><b>On'yomi:</b> フツ<br><br><b>Kun'yomi:</b> わ.く; わ.かす<br><br><b>Stats:</b> Strokes: 8 | Radical: 85 | Freq: #1709<br><br><b>Heisig:</b> RTK: #1237 | RTK6: #1325,grade8
壁,<b>Meanings:</b> wall; lining (stomach); fence<br><br><b>On'yomi:</b> ヘキ<br><br><b>Kun'yomi:</b> かべ<br><br><b>Stats:</b> Strokes: 16 | Radical: 32 | Freq: #1037<br><br><b>Heisig:</b> RTK: #1500 | RTK6: #1616,grade8
捕,<b>Meanings:</b> catch; capture<br><br><b>On'yomi:</b> ホ<br><br><b>Kun'yomi:</b> と.らえる; と.らわれる; と.る; とら.える; とら.われる; つか.まえる; つか.まる<br><br><b>Stats:</b> Strokes: 10 | Radical: 64 | Freq: #604<br><br><b>Heisig:</b> RTK: #1836 | RTK6: #1978,grade8
募,<b>Meanings:</b> recruit; campaign; gather (contributions); enlist; grow violent<br><br><b>On'yomi:</b> ボ<br><br><b>Kun'yomi:</b> つの.る<br><br><b>Stats:</b> Strokes: 12 | Radical: 19 | Freq: #809<br><br><b>Heisig:</b> RTK: #861 | RTK6: #925,grade8
抱,<b>Meanings:</b> embrace; hug; hold in arms<br><br><b>On'yomi:</b> ホウ<br><br><b>Kun'yomi:</b> だ.く; いだ.く; かか.える<br><br><b>Name readings:</b> たば<br><br><b>Stats:</b> Strokes: 8 | Radical: 64 | Freq: #871<br><br><b>Heisig:</b> RTK: #645 | RTK6: #697,grade8
坊,<b>Meanings:</b> boy; priest's residence; priest<br><br><b>On'yomi:</b> ボウ; ボッ<br><br><b>Stats:</b> Strokes: 7 | Radical: 32 | Freq: #1832<br><br><b>Heisig:</b> RTK: #492 | RTK6: #531,grade8
帽,<b>Meanings:</b> cap; headgear<br><br><b>On'yomi:</b> ボウ; モウ<br><br><b>Kun'yomi:</b> ずきん; おお.う<br><br><b>Stats:</b> Strokes: 12 | Radical: 50 | Freq: #1742<br><br><b>Heisig:</b> RTK: #408 | RTK6: #436,grade8
忙,<b>Meanings:</b> busy; occupied; restless<br><br><b>On'yomi:</b> ボウ; モウ<br><br><b>Kun'yomi:</b> いそが.しい; せわ.しい; おそ.れる; うれえるさま<br><br><b>Stats:</b> Strokes: 6 | Radical: 61 | Freq: #1475<br><br><b>Heisig:</b> RTK: #618 | RTK6: #665,grade8
磨,<b>Meanings:</b> grind; polish; scour; improve; brush (teeth)<br><br><b>On'yomi:</b> マ<br><br><b>Kun'yomi:</b> みが.く; す.る<br><br><b>Name readings:</b> おさむ<br><br><b>Stats:</b> Strokes: 16 | Radical: 112 | Freq: #1608<br><br><b>Heisig:</b> RTK: #594 | RTK6: #638,grade8
埋,<b>Meanings:</b> bury; be filled up; embedded<br><br><b>On'yomi:</b> マイ<br><br><b>Kun'yomi:</b> う.める; う.まる; う.もれる; うず.める; うず.まる; い.ける<br><br><b>Stats:</b> Strokes: 10 | Radical: 32 | Freq: #1110<br><br><b>Heisig:</b> RTK: #179 | RTK6: #191,grade8
眠,<b>Meanings:</b> sleep; die; sleepy<br><br><b>On'yomi:</b> ミン<br><br><b>Kun'yomi:</b> ねむ.る; ねむ.い<br><br><b>Name readings:</b> ね<br><br><b>Stats:</b> Strokes: 10 | Radical: 109 | Freq: #1315<br><br><b>Heisig:</b> RTK: #1835 | RTK6: #1977,grade8
娘,<b>Meanings:</b> daughter; girl<br><br><b>On'yomi:</b> ジョウ<br><br><b>Kun'yomi:</b> むすめ; こ<br><br><b>Stats:</b> Strokes: 10 | Radical: 38 | Freq: #1145<br><br><b>Heisig:</b> RTK: #1471 | RTK6: #1581,grade8
戻,<b>Meanings:</b> re-; return; revert; resume; restore; go backwards<br><br><b>On'yomi:</b> レイ<br><br><b>Kun'yomi:</b> もど.す; もど.る<br><br><b>Stats:</b> Strokes: 7 | Radical: 63 | Freq: #890<br><br><b>Heisig:</b> RTK: #1081 | RTK6: #1162,grade8
与,<b>Meanings:</b> bestow; participate in; give; award; impart; provide; cause; gift; godsend<br><br><b>On'yomi:</b> ヨ<br><br><b>Kun'yomi:</b> あた.える; あずか.る; くみ.する; ともに<br><br><b>Name readings:</b> とも; ゆ<br><br><b>Stats:</b> Strokes: 3 | Radical: 1 | Freq: #308<br><br><b>Heisig:</b> RTK: #1246 | RTK6: #1335,grade8
溶,<b>Meanings:</b> melt; dissolve; thaw<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> と.ける; と.かす; と.く<br><br><b>Stats:</b> Strokes: 13 | Radical: 85 | Freq: #1364<br><br><b>Heisig:</b> RTK: #791 | RTK6: #854,grade8
踊,<b>Meanings:</b> jump; dance; leap; skip<br><br><b>On'yomi:</b> ヨウ<br><br><b>Kun'yomi:</b> おど.る<br><br><b>Stats:</b> Strokes: 14 | Radical: 157 | Freq: #1308<br><br><b>Heisig:</b> RTK: #1409 | RTK6: #1512,grade8
頼,<b>Meanings:</b> trust; request<br><br><b>On'yomi:</b> ライ<br><br><b>Kun'yomi:</b> たの.む; たの.もしい; たよ.る<br><br><b>Name readings:</b> よち; より<br><br><b>Stats:</b> Strokes: 16 | Radical: 181 | Freq: #708<br><br><b>Heisig:</b> RTK: #1665 | RTK6: #1794,grade8
絡,<b>Meanings:</b> entwine; coil around; get caught in<br><br><b>On'yomi:</b> ラク<br><br><b>Kun'yomi:</b> から.む; から.まる<br><br><b>Stats:</b> Strokes: 12 | Radical: 120 | Freq: #806<br><br><b>Heisig:</b> RTK: #1350 | RTK6: #1450,grade8
粒,<b>Meanings:</b> grains; drop; counter for tiny particles<br><br><b>On'yomi:</b> リュウ<br><br><b>Kun'yomi:</b> つぶ<br><br><b>Stats:</b> Strokes: 11 | Radical: 119 | Freq: #1635<br><br><b>Heisig:</b> RTK: #922 | RTK6: #990,grade8
了,<b>Meanings:</b> complete; finish<br><br><b>On'yomi:</b> リョウ<br><br><b>Name readings:</b> さとる<br><br><b>Stats:</b> Strokes: 2 | Radical: 6 | Freq: #792<br><br><b>Heisig:</b> RTK: #97 | RTK6: #101,grade8
涼,<b>Meanings:</b> refreshing; nice and cool<br><br><b>On'yomi:</b> リョウ<br><br><b>Kun'yomi:</b> すず.しい; すず.む; すず.やか; うす.い; ひや.す; まことに<br><br><b>Name readings:</b> りょ<br><br><b>Stats:</b> Strokes: 11 | Radical: 85 | Freq: #1783<br><br><b>Heisig:</b> RTK: #313 | RTK6: #335,grade8
療,<b>Meanings:</b> heal; cure<br><br><b>On'yomi:</b> リョウ<br><br><b>Stats:</b> Strokes: 17 | Radical: 104 | Freq: #600<br><br><b>Heisig:</b> RTK: #1709 | RTK6: #1845,grade8
涙,<b>Meanings:</b> tears; sympathy<br><br><b>On'yomi:</b> ルイ; レイ<br><br><b>Kun'yomi:</b> なみだ<br><br><b>Stats:</b> Strokes: 10 | Radical: 85 | Freq: #1381<br><br><b>Heisig:</b> RTK: #1082 | RTK6: #1163,grade8
零,<b>Meanings:</b> zero; spill; overflow; nothing; cipher<br><br><b>On'yomi:</b> レイ<br><br><b>Kun'yomi:</b> ぜろ; こぼ.す; こぼ.れる<br><br><b>Stats:</b> Strokes: 13 | Radical: 173 | Freq: #1217<br><br><b>Heisig:</b> RTK: #1402 | RTK6: #1504,grade8
齢,<b>Meanings:</b> age<br><br><b>On'yomi:</b> レイ<br><br><b>Kun'yomi:</b> よわい; とし<br><br><b>Stats:</b> Strokes: 17 | Radical: 211 | Freq: #770<br><br><b>Heisig:</b> RTK: #1403 | RTK6: #1505,grade8
恋,<b>Meanings:</b> romance; in love; yearn for; miss; darling<br><br><b>On'yomi:</b> レン<br><br><b>Kun'yomi:</b> こ.う; こい; こい.しい<br><br><b>Stats:</b> Strokes: 10 | Radical: 61 | Freq: #1296<br><br><b>Heisig:</b> RTK: #1748 | RTK6: #1885,grade8
湾,<b>Meanings:</b> gulf; bay; inlet<br><br><b>On'yomi:</b> ワン<br><br><b>Kun'yomi:</b> いりえ<br><br><b>Stats:</b> Strokes: 12 | Radical: 85 | Freq: #545<br><br><b>Heisig:</b> RTK: #1749 | RTK6: #1886,grade8
腕,<b>Meanings:</b> arm; ability; talent<br><br><b>On'yomi:</b> ワン<br><br><b>Kun'yomi:</b> うで<br><br><b>Stats:</b> Strokes: 12 | Radical: 130 | Freq: #1163<br><br><b>Heisig:</b> RTK: #1418 | RTK6: #1522,grade8
